id,rr_id,line_number,material_id,quantity,estimated_unit_price,service_code,description,quality_status
617,263,3,146,3.0,1878.38,,"Deep Groove Ball Bearing 6260-2RS, 60mm bore",OK
618,263,4,70,11.0,65002.61,,"Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel",OK
619,263,5,186,17.0,86136.32,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OK
620,264,1,190,9.0,104366.6,,"Mill Trunnion Bearing Liner, feed end",OK
621,264,2,41,14.0,275409.0,,"Variable Speed Drive, 110kW",OK
622,264,3,127,1.0,50904.16,,"Crusher Toggle Plate, standard rating",OK
623,264,4,124,1.0,116303.56,,"Slip Ring Induction Motor, 15kW, 6-pole",OK
624,264,5,139,11.0,5858.15,,"Tapered Roller Bearing 32075, 75mm bore",OK
625,264,6,51,11.0,302071.89,,"Mill Trunnion Bearing Liner, discharge end",OK
626,264,7,183,4.0,4978.42,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OK
627,264,8,196,8.0,4312.96,,"Impact Idler, 800mm belt width, rubber disc",OK
628,265,1,208,18.0,9698.94,SVC-REP-03,Rep Service - contracted field technician,OK
629,265,2,210,3.0,10383.62,SVC-INS-02,Ins Service - contracted field technician,OK
630,266,1,210,20.0,10531.12,SVC-INS-02,Ins Service - contracted field technician,OK
631,267,1,217,16.0,42419.47,SVC-INS-03,Ins Service - contracted field technician,OK
632,267,2,209,19.0,29662.01,SVC-INS-01,Ins Service - contracted field technician,OK
633,268,1,127,15.0,48154.16,,"Crusher Toggle Plate, standard rating",OK
634,268,2,90,20.0,1296.2,,"Conveyor Belt, steel cord, 650mm width",OK
635,269,1,2,7.0,135234.94,,"Flow Meter, magnetic, 100mm (4"")",OK
636,269,2,113,2.0,184555.74,,"Centrifugal Slurry Pump Impeller, Heavy duty slurry, hard metal",OK
637,270,1,203,9.0,168630.68,,"Density Meter, nuclear, 100mm (4"") pipe",OK
638,270,2,117,5.0,22603.87,,"Spherical Roller Bearing 22275, 75mm bore",OK
639,270,3,36,10.0,132490.63,,items per attached list,VAGUE_DESCRIPTION
640,271,1,135,19.0,41308.81,,"Level Transmitter, ultrasonic, 0-20m range",OK
641,271,2,24,1.0,54913.26,,"Seal Support System, API Plan 32, shaft 80mm",OK
642,271,3,180,12.0,19543.99,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OK
643,272,1,202,1.0,140905.65,,"Flow Meter, magnetic, 80mm (3"")",OK
644,272,2,150,20.0,979.7,,"Conveyor Belt, steel cord, 1400mm width",OK
645,273,1,94,5.0,7372.99,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OK
646,273,2,198,19.0,61227.4,,"Knife Gate Valve, 80mm (3""), rubber lined",OK
647,273,3,63,15.0,147960.67,,"TEFC Induction Motor, 30kW, 4-pole, IE3",OK
648,274,1,206,4.0,7270.95,SVC-REP-01,Rep Service - contracted field technician,OK
649,274,2,220,15.0,12771.0,SVC-REF-03,Ref Service - contracted field technician,OK
650,274,3,212,17.0,7835.23,SVC-CAL-01,Cal Service - contracted field technician,OK
651,275,1,202,8.0,125741.77,,"Flow Meter, magnetic, 80mm (3"")",MISSING_SERVICE_CODE
652,275,2,117,7.0,24749.77,,"Spherical Roller Bearing 22275, 75mm bore",OK
653,276,1,67,20.0,33247.28,,"Variable Speed Drive, 15kW",OK
654,276,2,43,7.0,3033.36,,"Ball Valve, 150mm (6""), full bore, stainless trim",OK
655,277,1,206,1.0,7296.76,SVC-REP-01,Rep Service - contracted field technician,OK
656,278,1,125,15.0,15665.35,,"Level Transmitter, ultrasonic, 0-10m range",OK
657,279,1,97,5.0,17831.63,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OK
658,279,2,127,6.0,49543.06,,"Crusher Toggle Plate, standard rating",OK
659,280,1,65,1.0,46572.18,,"TEFC Induction Motor, 15kW, 4-pole, IE3",OK
660,280,2,50,3.0,9603.88,,"Butterfly Valve, 80mm (3""), wafer type",OK
661,280,3,44,9.0,175420.93,,"Density Meter, nuclear, 150mm (6"") pipe",OK
662,281,1,148,1.0,204621.67,,"Cone Crusher Concave Ring, coarse profile",OK
663,281,2,140,16.0,3242.02,,"Gland Packing Set, shaft 25mm, PTFE impregnated",OK
664,282,1,114,10.0,9182.38,,"Tapered Roller Bearing 32090, 90mm bore",OK
665,282,2,108,14.0,39242.68,,"Spherical Roller Bearing 22235, 35mm bore",OK
666,283,1,57,2.0,2384.09,,"Conveyor Belt, steel cord, 800mm width",OK
667,283,2,61,15.0,14063.91,,misc parts,VAGUE_DESCRIPTION
668,284,1,184,2.0,45984.66,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OK
669,284,2,161,20.0,15212.05,,"Pressure Transmitter, 0-100 bar range, 4-20mA",OK
670,285,1,29,16.0,52036.89,,"Mechanical Seal, shaft 80mm, tungsten carbide faces",OK
671,285,2,135,12.0,42247.29,,items per attached list,VAGUE_DESCRIPTION
672,286,1,138,13.0,30809.47,,"Centrifugal Slurry Pump Casing Liner, High-head",OK
673,286,2,86,15.0,283883.61,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OK
674,287,1,40,3.0,5079.16,,"Motor Drive Coupling, elastomeric, rated for 22kW",OK
675,287,2,55,14.0,331.79,,"Power Cable, XLPE armoured, 4-core 16mm2",OK
676,287,3,37,13.0,63324.1,,"Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal",OK
677,288,1,208,5.0,9693.54,SVC-REP-03,Rep Service - contracted field technician,OK
678,288,2,220,18.0,13435.8,SVC-REF-03,Ref Service - contracted field technician,OK
679,288,3,211,16.0,40530.48,SVC-INS-03,Ins Service - contracted field technician,OK
680,289,1,134,2.0,59616.71,,"Pinch Valve, 50mm (2""), slurry service",OK
681,290,1,82,3.0,60757.66,,"Knife Gate Valve, 100mm (4""), rubber lined",OK
682,290,2,70,18.0,72058.21,,"Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel",OK
683,291,1,110,1.0,3425.74,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OK
684,291,2,2,20.0,139791.21,,"Flow Meter, magnetic, 100mm (4"")",OK
685,291,3,23,2.0,17225.88,,"Motor Drive Coupling, elastomeric, rated for 90kW",OK
686,292,1,73,19.0,53460.23,,"Flotation Cell Impeller, medium cell, rubber coated",OK
687,293,1,104,14.0,30785.86,,"Centrifugal Slurry Pump Impeller, High-head, hard metal",OK
688,293,2,205,3.0,47184.7,,"Centrifugal Slurry Pump Casing Liner, Light duty",MISSING_SERVICE_CODE
689,293,3,188,20.0,63842.53,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OK
690,294,1,55,10.0,312.94,,"Power Cable, XLPE armoured, 4-core 16mm2",OK
691,295,1,198,16.0,67498.58,,"Knife Gate Valve, 80mm (3""), rubber lined",OK
692,296,1,202,1.0,121045.21,,"Flow Meter, magnetic, 80mm (3"")",OK
693,296,2,25,10.0,1065.77,,"Conveyor Belt, steel cord, 1600mm width",OK
694,297,1,153,18.0,119961.29,,"Density Meter, nuclear, 40mm (1.5"") pipe",OK
695,298,1,81,3.0,31215.72,,"Seal Support System, API Plan 32, shaft 50mm",OK
696,298,2,99,4.0,208582.18,,"Cone Crusher Mantle, coarse profile",OK
697,299,1,34,1.0,36667.01,,"Knife Gate Valve, 40mm (1.5""), rubber lined",OK
698,299,2,51,2.0,284117.86,,"Mill Trunnion Bearing Liner, discharge end",OK
699,299,3,39,10.0,35057.12,,"Spherical Roller Bearing 22230, 30mm bore",MISSING_SERVICE_CODE
700,300,1,213,5.0,27947.63,SVC-CAL-02,Cal Service - contracted field technician,OK
701,300,2,209,8.0,26990.64,SVC-INS-01,Ins Service - contracted field technician,OK
702,300,3,216,20.0,30566.48,SVC-INS-02,Ins Service - contracted field technician,OK
703,301,1,219,7.0,32710.38,SVC-REF-02,Ref Service - contracted field technician,OK
704,301,2,215,14.0,28633.24,SVC-INS-01,Ins Service - contracted field technician,OK
705,301,3,207,10.0,43132.88,SVC-REP-02,Rep Service - contracted field technician,OK
706,302,1,32,3.0,302732.98,,"Variable Speed Drive, 45kW",OK
707,302,2,142,16.0,75823.44,,"Seal Support System, API Plan 32, shaft 100mm",OK
708,302,3,7,6.0,13717.78,,"Ball Valve, 200mm (8""), full bore, stainless trim",OK
709,303,1,145,7.0,68448.22,,"Vertical Sump Pump Shaft Assembly, Medium duty",OK
710,303,2,149,13.0,32226.53,,"Spherical Roller Bearing 22225, 25mm bore",OK
711,303,3,197,16.0,252104.85,,"Slip Ring Induction Motor, 75kW, 6-pole",OK
712,303,4,130,15.0,14224.25,,"Butterfly Valve, 200mm (8""), wafer type",OK
713,303,5,127,15.0,45384.55,,"Crusher Toggle Plate, standard rating",OK
714,303,6,82,11.0,74005.38,,"Knife Gate Valve, 100mm (4""), rubber lined",OK
715,303,7,19,3.0,139712.43,,"Density Meter, nuclear, 25mm (1"") pipe",OK
716,303,8,147,6.0,200811.05,,as discussed,VAGUE_DESCRIPTION
717,303,9,58,7.0,28526.24,,"Pinch Valve, 100mm (4""), slurry service",OK
718,303,10,31,7.0,1969.68,,"Ball Valve, 25mm (1""), full bore, stainless trim",OK
719,304,1,219,8.0,29261.49,SVC-REF-02,Ref Service - contracted field technician,OK
720,304,2,206,8.0,7793.12,SVC-REP-01,Rep Service - contracted field technician,OK
721,305,1,35,11.0,4120.58,,"Impact Idler, 1400mm belt width, rubber disc",OK
722,305,2,67,14.0,33830.31,,"Variable Speed Drive, 15kW",OK
723,306,1,215,5.0,26241.1,SVC-INS-01,Ins Service - contracted field technician,OK
724,307,1,45,10.0,30132.02,,"Level Transmitter, ultrasonic, 0-5m range",OK
725,307,2,88,14.0,30252.04,,"Circuit Breaker, MCCB, 400A",OK
726,308,1,129,12.0,308250.36,,"Slip Ring Induction Motor, 11kW, 6-pole",OK
727,308,2,124,17.0,122506.27,,spares as required,VAGUE_DESCRIPTION
728,309,1,68,16.0,2806.32,,"Troughing Idler Set, 650mm belt width, 3-roll",OK
729,309,2,186,20.0,82784.48,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OK
730,310,1,112,8.0,48922.74,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OK
731,311,1,128,12.0,6273.11,,spares as required,VAGUE_DESCRIPTION
732,312,1,176,8.0,6082.53,,"Gland Packing Set, shaft 65mm, PTFE impregnated",OK
733,313,1,74,3.0,89709.55,,as discussed,VAGUE_DESCRIPTION
734,314,1,141,20.0,7574.34,,"Tapered Roller Bearing 32020, 20mm bore",OK
735,315,1,191,16.0,26119.79,,"Spherical Roller Bearing 22260, 60mm bore",OK
736,315,2,153,15.0,132764.24,,"Density Meter, nuclear, 40mm (1.5"") pipe",OK
737,316,1,71,12.0,1475.54,,"Conveyor Belt, steel cord, 1000mm width",OK
738,316,2,93,1.0,64688.15,,"Pinch Valve, 150mm (6""), slurry service",OK
739,316,3,198,17.0,65292.32,,"Knife Gate Valve, 80mm (3""), rubber lined",OK
740,317,1,156,1.0,77823.96,,"Slip Ring Induction Motor, 30kW, 6-pole",MISSING_SERVICE_CODE
741,317,2,14,14.0,11663.74,,"Motor Drive Coupling, elastomeric, rated for 30kW",OK
742,317,3,66,17.0,157831.53,,"Variable Speed Drive, 22kW",OK
743,318,1,135,16.0,38183.59,,"Level Transmitter, ultrasonic, 0-20m range",MISSING_SERVICE_CODE
744,318,2,153,19.0,116349.55,,"Density Meter, nuclear, 40mm (1.5"") pipe",OK
745,319,1,212,19.0,7803.45,SVC-CAL-01,Cal Service - contracted field technician,OK
746,320,1,189,10.0,72050.21,,"Flow Meter, magnetic, 40mm (1.5"")",OK
747,320,2,202,16.0,140265.41,,"Flow Meter, magnetic, 80mm (3"")",OK
748,320,3,162,20.0,1491.8,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OK
749,321,1,172,11.0,65231.93,,"Knife Gate Valve, 200mm (8""), rubber lined",MISSING_SERVICE_CODE
750,322,1,62,2.0,2574.25,,"Troughing Idler Set, 1400mm belt width, 3-roll",OK
751,323,1,126,5.0,4098.65,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OK
752,323,2,157,7.0,151975.51,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OK
753,324,1,149,2.0,34145.01,,as discussed,VAGUE_DESCRIPTION
754,324,2,80,13.0,7599.54,,"MCC Contactor, 32A, 3-pole",OK
755,324,3,183,14.0,5406.09,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OK
756,325,1,2,13.0,132655.45,,"Flow Meter, magnetic, 100mm (4"")",OK
757,325,2,31,1.0,2091.7,,"Ball Valve, 25mm (1""), full bore, stainless trim",OK
758,326,1,71,15.0,1740.54,,"Conveyor Belt, steel cord, 1000mm width",OK
759,326,2,59,10.0,65146.99,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OK
760,326,3,56,14.0,4969.65,,"MCC Contactor, 225A, 3-pole",OK
761,327,1,99,3.0,206229.41,,"Cone Crusher Mantle, coarse profile",MISSING_SERVICE_CODE
762,327,2,94,6.0,7632.62,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OK
763,328,1,181,19.0,98249.04,,"Seal Support System, API Plan 32, shaft 65mm",OK
764,328,2,144,9.0,76428.57,,"TEFC Induction Motor, 7.5kW, 4-pole, IE3",OK
765,328,3,86,20.0,287936.94,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OK
766,329,1,197,15.0,292554.34,,"Slip Ring Induction Motor, 75kW, 6-pole",OK
767,329,2,188,14.0,57981.46,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OK
768,329,3,67,18.0,38081.26,,"Variable Speed Drive, 15kW",OK
769,330,1,179,17.0,32192.67,,"Jaw Crusher Fixed Jaw Plate, corrugated, manganese steel",OK
770,331,1,135,6.0,40611.57,,"Level Transmitter, ultrasonic, 0-20m range",OK
771,331,2,118,17.0,34287.06,,"Spherical Roller Bearing 22217, 17mm bore",OK
772,332,1,128,19.0,6877.16,,"Spherical Roller Bearing 22290, 90mm bore",OK
773,332,2,135,11.0,39600.82,,"Level Transmitter, ultrasonic, 0-20m range",OK
774,332,3,142,15.0,70610.78,,"Seal Support System, API Plan 32, shaft 100mm",OK
775,333,1,90,1.0,1131.62,,"Conveyor Belt, steel cord, 650mm width",OK
776,334,1,210,20.0,9328.82,SVC-INS-02,Ins Service - contracted field technician,OK
777,334,2,213,2.0,34638.01,SVC-CAL-02,Cal Service - contracted field technician,OK
778,335,1,190,10.0,115729.24,,"Mill Trunnion Bearing Liner, feed end",OK
779,335,2,87,12.0,55365.87,,"Flotation Cell Impeller, tank cell, rubber coated",OK
780,335,3,2,19.0,149131.97,,"Flow Meter, magnetic, 100mm (4"")",OK
781,335,4,118,9.0,31686.18,,"Spherical Roller Bearing 22217, 17mm bore",OK
782,335,5,21,20.0,5463.63,,"Pillow Block Bearing Unit UCP240, 40mm shaft",OK
783,335,6,167,13.0,30535.16,,"Froth Paddle Assembly, medium cell",OK
784,335,7,58,12.0,32341.8,,"Pinch Valve, 100mm (4""), slurry service",OK
785,335,8,96,11.0,23308.86,,"Circuit Breaker, MCCB, 100A",OK
786,335,9,166,9.0,233796.46,,"Variable Speed Drive, 7.5kW",OK
787,335,10,162,10.0,1627.62,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OK
788,336,1,46,9.0,259557.54,,"Cone Crusher Concave Ring, fine profile",OK
789,337,1,172,12.0,62523.94,,"Knife Gate Valve, 200mm (8""), rubber lined",OK
790,337,2,134,8.0,55561.78,,"Pinch Valve, 50mm (2""), slurry service",OK
791,337,3,135,19.0,37028.16,,"Level Transmitter, ultrasonic, 0-20m range",OK
792,338,1,26,12.0,317695.61,,"Cone Crusher Mantle, extra-coarse profile",OK
793,339,1,180,20.0,15945.23,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OK
794,340,1,36,19.0,136454.09,,"SAG Mill Liner Plate, head, chrome-moly steel",OK
795,341,1,25,19.0,1019.75,,"Conveyor Belt, steel cord, 1600mm width",OK
796,342,1,3,8.0,35097.46,,"Variable Speed Drive, 11kW",OK
797,342,2,51,12.0,325324.64,,"Mill Trunnion Bearing Liner, discharge end",OK
798,343,1,45,5.0,30962.28,,"Level Transmitter, ultrasonic, 0-5m range",OK
799,343,2,164,12.0,22733.2,,"Ball Mill Grinding Media, 60mm, forged steel balls",OK
800,343,3,168,17.0,6869.81,,"Circuit Breaker, MCCB, 1000A",OK
801,344,1,6,18.0,17713.03,,"MCC Contactor, 95A, 3-pole",OK
802,344,2,71,14.0,1468.16,,"Conveyor Belt, steel cord, 1000mm width",OK
803,345,1,49,2.0,112549.4,,"Vertical Sump Pump Shaft Assembly, Light duty",OK
804,346,1,114,7.0,9322.98,,misc parts,VAGUE_DESCRIPTION
805,346,2,169,17.0,143879.76,,"TEFC Induction Motor, 45kW, 4-pole, IE3",OK
806,346,3,129,20.0,256920.86,,"Slip Ring Induction Motor, 11kW, 6-pole",OK
807,346,4,62,18.0,2783.25,,"Troughing Idler Set, 1400mm belt width, 3-roll",OK
808,346,5,81,12.0,33663.69,,"Seal Support System, API Plan 32, shaft 50mm",OK
809,346,6,71,7.0,1627.56,,"Conveyor Belt, steel cord, 1000mm width",OK
810,346,7,102,3.0,145592.7,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OK
811,346,8,155,18.0,32615.13,,"Butterfly Valve, 100mm (4""), wafer type",OK
812,347,1,68,9.0,2671.07,,"Troughing Idler Set, 650mm belt width, 3-roll",OK
813,348,1,94,18.0,6634.76,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OK
814,348,2,41,17.0,263630.41,,"Variable Speed Drive, 110kW",OK
815,349,1,218,9.0,16532.38,SVC-REF-01,Ref Service - contracted field technician,OK
816,349,2,216,11.0,30521.04,SVC-INS-02,Ins Service - contracted field technician,OK
817,349,3,206,6.0,6632.66,SVC-REP-01,Rep Service - contracted field technician,OK
818,350,1,214,6.0,17177.88,SVC-CAL-03,Cal Service - contracted field technician,OK
819,350,2,219,16.0,34048.53,SVC-REF-02,Ref Service - contracted field technician,OK
820,351,1,123,1.0,20832.32,,"Motor Drive Coupling, elastomeric, rated for 15kW",OK
821,352,1,180,15.0,18835.73,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OK
822,352,2,21,14.0,5354.25,,"Pillow Block Bearing Unit UCP240, 40mm shaft",OK
823,353,1,158,17.0,9649.74,,"Motor Drive Coupling, elastomeric, rated for 45kW",OK
824,354,1,162,15.0,1529.6,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OK
825,355,1,42,19.0,13832.46,,"MCC Contactor, 65A, 3-pole",OK
826,355,2,189,8.0,72936.41,,"Flow Meter, magnetic, 40mm (1.5"")",MISSING_SERVICE_CODE
827,356,1,52,1.0,89009.19,,items per attached list,VAGUE_DESCRIPTION
828,357,1,168,7.0,6472.16,,"Circuit Breaker, MCCB, 1000A",OK
829,357,2,141,3.0,8029.12,,"Tapered Roller Bearing 32020, 20mm bore",OK
830,358,1,219,6.0,31833.08,SVC-REF-02,Ref Service - contracted field technician,OK
831,359,1,163,6.0,267871.61,,"Variable Speed Drive, 55kW",OK
832,359,2,124,12.0,101882.34,,"Slip Ring Induction Motor, 15kW, 6-pole",OK
833,359,3,8,14.0,15239.62,,"Ball Valve, 40mm (1.5""), full bore, stainless trim",MISSING_SERVICE_CODE
834,360,1,178,19.0,3578.68,,"Butterfly Valve, 25mm (1""), wafer type",OK
835,360,2,40,14.0,5145.28,,"Motor Drive Coupling, elastomeric, rated for 22kW",OK
836,360,3,170,14.0,33522.11,,"Spherical Roller Bearing 22220, 20mm bore",OK
837,361,1,45,9.0,32401.18,,"Level Transmitter, ultrasonic, 0-5m range",OK
838,362,1,215,2.0,31423.24,SVC-INS-01,Ins Service - contracted field technician,OK
839,362,2,206,10.0,7123.62,SVC-REP-01,Rep Service - contracted field technician,OK
840,362,3,213,9.0,34297.83,SVC-CAL-02,Cal Service - contracted field technician,OK
841,363,1,121,20.0,43101.99,,"Circuit Breaker, MCCB, 250A",OK
842,363,2,204,2.0,79216.67,,"Slip Ring Induction Motor, 22kW, 6-pole",OK
843,363,3,23,19.0,18295.16,,spares as required,VAGUE_DESCRIPTION
844,364,1,31,20.0,1778.71,,"Ball Valve, 25mm (1""), full bore, stainless trim",OK
845,364,2,27,20.0,2894.75,,"Gland Packing Set, shaft 50mm, PTFE impregnated",OK
846,365,1,127,14.0,54117.73,,"Crusher Toggle Plate, standard rating",OK
847,365,2,162,19.0,1596.77,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OK
848,365,3,1,7.0,126212.68,,"Density Meter, nuclear, 200mm (8"") pipe",OK
849,366,1,208,20.0,10881.29,SVC-REP-03,Rep Service - contracted field technician,OK
850,366,2,212,8.0,8050.01,SVC-CAL-01,Cal Service - contracted field technician,OK
851,367,1,63,16.0,157872.35,,"TEFC Induction Motor, 30kW, 4-pole, IE3",OK
852,368,1,53,10.0,1023.84,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OK
853,368,2,131,1.0,18201.9,,"Butterfly Valve, 50mm (2""), wafer type",OK
854,368,3,138,20.0,29188.5,,"Centrifugal Slurry Pump Casing Liner, High-head",OK
855,369,1,202,5.0,123221.58,,"Flow Meter, magnetic, 80mm (3"")",OK
856,369,2,112,5.0,48873.41,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OK
857,369,3,160,8.0,1124.13,,"Deep Groove Ball Bearing 6290-2RS, 90mm bore",OK
858,370,1,25,15.0,1056.33,,"Conveyor Belt, steel cord, 1600mm width",OK
859,370,2,75,13.0,16793.56,,"TEFC Induction Motor, 22kW, 4-pole, IE3",OK
860,371,1,95,7.0,2549.33,,"Tapered Roller Bearing 32050, 50mm bore",OK
861,372,1,126,14.0,4661.33,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OK
862,372,2,100,13.0,120287.51,,"Variable Speed Drive, 75kW",OK
863,372,3,205,15.0,41614.68,,"Centrifugal Slurry Pump Casing Liner, Light duty",OK
864,373,1,149,19.0,31731.36,,"Spherical Roller Bearing 22225, 25mm bore",OK
865,373,2,116,9.0,132373.28,,"Slip Ring Induction Motor, 55kW, 6-pole",OK
866,374,1,1,6.0,138542.12,,"Density Meter, nuclear, 200mm (8"") pipe",OK
867,374,2,202,7.0,141727.29,,"Flow Meter, magnetic, 80mm (3"")",OK
868,375,1,155,17.0,34182.75,,"Butterfly Valve, 100mm (4""), wafer type",OK
869,375,2,92,9.0,71655.55,,"Pinch Valve, 40mm (1.5""), slurry service",OK
870,376,1,88,20.0,29206.87,,"Circuit Breaker, MCCB, 400A",OK
871,376,2,145,13.0,71978.42,,"Vertical Sump Pump Shaft Assembly, Medium duty",OK
872,377,1,143,1.0,23715.55,,"MCC Contactor, 150A, 3-pole",OK
873,378,1,213,1.0,32820.67,SVC-CAL-02,Cal Service - contracted field technician,OK
874,379,1,218,10.0,14870.76,SVC-REF-01,Ref Service - contracted field technician,OK
875,379,2,218,1.0,16005.2,,Ref Service - contracted field technician,MISSING_SERVICE_CODE
876,380,1,6,4.0,17442.96,,"MCC Contactor, 95A, 3-pole",OK
877,380,2,121,16.0,36013.64,,"Circuit Breaker, MCCB, 250A",OK
878,380,3,111,20.0,4101.87,,"Tapered Roller Bearing 32040, 40mm bore",OK
879,381,1,216,19.0,30231.71,SVC-INS-02,Ins Service - contracted field technician,OK
880,381,2,216,18.0,26126.55,SVC-INS-02,Ins Service - contracted field technician,OK
881,382,1,173,18.0,19257.23,,"Spherical Roller Bearing 22240, 40mm bore",OK
882,382,2,198,20.0,59713.75,,"Knife Gate Valve, 80mm (3""), rubber lined",OK
883,383,1,74,10.0,81171.1,,"Seal Support System, API Plan 32, shaft 25mm",OK
884,383,2,174,17.0,46625.0,,"Flotation Cell Stator, medium cell",OK
885,384,1,219,11.0,34783.4,SVC-REF-02,Ref Service - contracted field technician,OK
886,384,2,216,17.0,28154.78,SVC-INS-02,Ins Service - contracted field technician,OK
887,385,1,212,15.0,7989.41,SVC-CAL-01,items per attached list,VAGUE_DESCRIPTION
888,385,2,210,20.0,8494.83,SVC-INS-02,Ins Service - contracted field technician,OK
889,386,1,59,16.0,66151.87,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OK
890,386,2,140,12.0,2841.22,,"Gland Packing Set, shaft 25mm, PTFE impregnated",OK
891,387,1,112,3.0,53945.71,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OK
892,387,2,87,1.0,52238.87,,"Flotation Cell Impeller, tank cell, rubber coated",OK
893,387,3,102,14.0,152391.86,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OK
894,388,1,112,5.0,51222.62,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OK
895,388,2,18,13.0,94697.89,,"Flotation Cell Impeller, small cell, rubber coated",OK
896,388,3,41,9.0,265837.4,,"Variable Speed Drive, 110kW",OK
897,389,1,178,17.0,3977.75,,"Butterfly Valve, 25mm (1""), wafer type",OK
898,390,1,108,8.0,37803.35,,"Spherical Roller Bearing 22235, 35mm bore",OK
899,390,2,48,12.0,5727.07,,"Belt Scraper Blade Set, 1200mm width, tungsten tip",OK
900,391,1,16,19.0,10115.72,,"Tapered Roller Bearing 32025, 25mm bore",OK
901,391,2,203,8.0,179834.65,,"Density Meter, nuclear, 100mm (4"") pipe",OK
902,391,3,122,19.0,1490.57,,"Deep Groove Ball Bearing 6240-2RS, 40mm bore",OK
903,392,1,164,5.0,25734.67,,"Ball Mill Grinding Media, 60mm, forged steel balls",OK
904,392,2,100,19.0,112487.79,,"Variable Speed Drive, 75kW",OK
905,392,3,5,3.0,22712.95,,"Flow Meter, magnetic, 150mm (6"")",OK
906,393,1,42,10.0,14198.63,,items per attached list,VAGUE_DESCRIPTION
907,394,1,208,20.0,9587.46,SVC-REP-03,Rep Service - contracted field technician,OK
908,394,2,214,5.0,15719.5,SVC-CAL-03,Cal Service - contracted field technician,OK
909,394,3,218,13.0,16881.49,SVC-REF-01,Ref Service - contracted field technician,OK
910,395,1,123,5.0,24084.06,,"Motor Drive Coupling, elastomeric, rated for 15kW",OK
911,396,1,13,17.0,27242.55,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OK
912,396,2,26,9.0,316511.08,,"Cone Crusher Mantle, extra-coarse profile",OK
913,396,3,171,2.0,6539.41,,"Motor Drive Coupling, elastomeric, rated for 11kW",OK
914,396,4,38,18.0,14537.97,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OK
915,396,5,37,3.0,71522.68,,"Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal",OK
916,396,6,12,6.0,16681.8,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OK
917,396,7,18,10.0,94144.7,,"Flotation Cell Impeller, small cell, rubber coated",MISSING_SERVICE_CODE
918,396,8,192,4.0,8139.7,,"Pillow Block Bearing Unit UCP217, 17mm shaft",MISSING_SERVICE_CODE
919,396,9,141,5.0,7829.5,,"Tapered Roller Bearing 32020, 20mm bore",OK
920,396,10,33,5.0,11353.74,,"Motor Drive Coupling, elastomeric, rated for 75kW",OK
921,396,11,12,13.0,17644.48,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OK
922,397,1,217,8.0,37937.09,SVC-INS-03,Ins Service - contracted field technician,OK
923,398,1,164,12.0,22821.77,,"Ball Mill Grinding Media, 60mm, forged steel balls",OK
924,398,2,119,18.0,4074.64,,"Tapered Roller Bearing 32017, 17mm bore",OK
925,398,3,2,4.0,132060.37,,"Flow Meter, magnetic, 100mm (4"")",OK
926,399,1,219,5.0,33117.5,SVC-REF-02,Ref Service - contracted field technician,OK
927,399,2,206,12.0,7664.78,SVC-REP-01,Rep Service - contracted field technician,OK
928,399,3,208,11.0,10633.65,SVC-REP-03,Rep Service - contracted field technician,OK
