id,pr_id,material_id,quantity,unit_price,service_code,description,line_status,quality_flags
603,253,99,4.0,208582.18,,"Cone Crusher Mantle, coarse profile",OPEN,
604,254,34,1.0,36667.01,,"Knife Gate Valve, 40mm (1.5""), rubber lined",OPEN,
605,254,51,2.0,284117.86,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
606,254,39,10.0,35057.12,,"Spherical Roller Bearing 22230, 30mm bore",OPEN,MISSING_SERVICE_CODE
607,255,213,5.0,27947.63,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
608,255,209,8.0,26990.64,SVC-INS-01,Ins Service - contracted field technician,OPEN,
609,255,216,20.0,30566.48,SVC-INS-02,Ins Service - contracted field technician,OPEN,
610,256,219,7.0,32710.38,SVC-REF-02,Ref Service - contracted field technician,OPEN,
611,256,215,14.0,28633.24,SVC-INS-01,Ins Service - contracted field technician,OPEN,
612,256,207,10.0,43132.88,SVC-REP-02,Rep Service - contracted field technician,OPEN,
613,257,32,3.0,302732.98,,"Variable Speed Drive, 45kW",OPEN,
614,257,142,16.0,75823.44,,"Seal Support System, API Plan 32, shaft 100mm",OPEN,
615,257,7,6.0,13717.78,,"Ball Valve, 200mm (8""), full bore, stainless trim",OPEN,
616,258,145,7.0,68448.22,,"Vertical Sump Pump Shaft Assembly, Medium duty",OPEN,
617,258,149,13.0,32226.53,,"Spherical Roller Bearing 22225, 25mm bore",OPEN,
618,258,197,16.0,252104.85,,"Slip Ring Induction Motor, 75kW, 6-pole",OPEN,
619,258,130,15.0,14224.25,,"Butterfly Valve, 200mm (8""), wafer type",OPEN,
620,258,127,15.0,45384.55,,"Crusher Toggle Plate, standard rating",OPEN,
621,258,82,11.0,74005.38,,"Knife Gate Valve, 100mm (4""), rubber lined",OPEN,
622,258,19,3.0,139712.43,,"Density Meter, nuclear, 25mm (1"") pipe",OPEN,
623,258,147,6.0,200811.05,,as discussed,OPEN,VAGUE_DESCRIPTION
624,258,58,7.0,28526.24,,"Pinch Valve, 100mm (4""), slurry service",OPEN,
625,258,31,7.0,1969.68,,"Ball Valve, 25mm (1""), full bore, stainless trim",OPEN,
626,259,219,8.0,29261.49,SVC-REF-02,Ref Service - contracted field technician,OPEN,
627,259,206,8.0,7793.12,SVC-REP-01,Rep Service - contracted field technician,OPEN,
628,260,35,11.0,4120.58,,"Impact Idler, 1400mm belt width, rubber disc",OPEN,
629,260,67,14.0,33830.31,,"Variable Speed Drive, 15kW",OPEN,
630,261,215,5.0,26241.1,SVC-INS-01,Ins Service - contracted field technician,OPEN,
631,262,45,10.0,30132.02,,"Level Transmitter, ultrasonic, 0-5m range",OPEN,
632,262,88,14.0,30252.04,,"Circuit Breaker, MCCB, 400A",OPEN,
633,263,129,12.0,308250.36,,"Slip Ring Induction Motor, 11kW, 6-pole",OPEN,
634,263,124,17.0,122506.27,,spares as required,OPEN,VAGUE_DESCRIPTION
635,264,68,16.0,2806.32,,"Troughing Idler Set, 650mm belt width, 3-roll",OPEN,
636,264,186,20.0,82784.48,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OPEN,
637,265,112,8.0,48922.74,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
638,266,128,12.0,6273.11,,spares as required,OPEN,VAGUE_DESCRIPTION
639,267,176,8.0,6082.53,,"Gland Packing Set, shaft 65mm, PTFE impregnated",OPEN,
640,268,74,3.0,89709.55,,as discussed,OPEN,VAGUE_DESCRIPTION
641,269,141,20.0,7574.34,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,
642,270,191,16.0,26119.79,,"Spherical Roller Bearing 22260, 60mm bore",OPEN,
643,270,153,15.0,132764.24,,"Density Meter, nuclear, 40mm (1.5"") pipe",OPEN,
644,271,135,16.0,38183.59,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,MISSING_SERVICE_CODE
645,271,153,19.0,116349.55,,"Density Meter, nuclear, 40mm (1.5"") pipe",OPEN,
646,272,212,19.0,7803.45,SVC-CAL-01,Cal Service - contracted field technician,OPEN,
647,273,189,10.0,72050.21,,"Flow Meter, magnetic, 40mm (1.5"")",OPEN,
648,273,202,16.0,140265.41,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
649,273,162,20.0,1491.8,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OPEN,
650,274,172,11.0,65231.93,,"Knife Gate Valve, 200mm (8""), rubber lined",OPEN,MISSING_SERVICE_CODE
651,275,62,2.0,2574.25,,"Troughing Idler Set, 1400mm belt width, 3-roll",OPEN,
652,276,126,5.0,4098.65,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OPEN,
653,276,157,7.0,151975.51,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OPEN,
654,277,149,2.0,34145.01,,as discussed,OPEN,VAGUE_DESCRIPTION
655,277,80,13.0,7599.54,,"MCC Contactor, 32A, 3-pole",OPEN,
656,277,183,14.0,5406.09,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OPEN,
657,278,2,13.0,132655.45,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
658,278,31,1.0,2091.7,,"Ball Valve, 25mm (1""), full bore, stainless trim",OPEN,
659,279,71,15.0,1740.54,,"Conveyor Belt, steel cord, 1000mm width",OPEN,
660,279,59,10.0,65146.99,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OPEN,
661,279,56,14.0,4969.65,,"MCC Contactor, 225A, 3-pole",OPEN,
662,280,99,3.0,206229.41,,"Cone Crusher Mantle, coarse profile",OPEN,MISSING_SERVICE_CODE
663,280,94,6.0,7632.62,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OPEN,
664,281,181,19.0,98249.04,,"Seal Support System, API Plan 32, shaft 65mm",OPEN,
665,281,144,9.0,76428.57,,"TEFC Induction Motor, 7.5kW, 4-pole, IE3",OPEN,
666,281,86,20.0,287936.94,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OPEN,
667,282,197,15.0,292554.34,,"Slip Ring Induction Motor, 75kW, 6-pole",OPEN,
668,282,188,14.0,57981.46,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OPEN,
669,282,67,18.0,38081.26,,"Variable Speed Drive, 15kW",OPEN,
670,283,179,17.0,32192.67,,"Jaw Crusher Fixed Jaw Plate, corrugated, manganese steel",OPEN,
671,284,135,6.0,40611.57,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
672,284,118,17.0,34287.06,,"Spherical Roller Bearing 22217, 17mm bore",OPEN,
673,285,128,19.0,6877.16,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
674,285,135,11.0,39600.82,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
675,285,142,15.0,70610.78,,"Seal Support System, API Plan 32, shaft 100mm",OPEN,
676,286,90,1.0,1131.62,,"Conveyor Belt, steel cord, 650mm width",OPEN,
677,287,210,20.0,9328.82,SVC-INS-02,Ins Service - contracted field technician,OPEN,
678,287,213,2.0,34638.01,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
679,288,190,10.0,115729.24,,"Mill Trunnion Bearing Liner, feed end",OPEN,
680,288,87,12.0,55365.87,,"Flotation Cell Impeller, tank cell, rubber coated",OPEN,
681,288,2,19.0,149131.97,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
682,288,118,9.0,31686.18,,"Spherical Roller Bearing 22217, 17mm bore",OPEN,
683,288,21,20.0,5463.63,,"Pillow Block Bearing Unit UCP240, 40mm shaft",OPEN,
684,288,167,13.0,30535.16,,"Froth Paddle Assembly, medium cell",OPEN,
685,288,58,12.0,32341.8,,"Pinch Valve, 100mm (4""), slurry service",OPEN,
686,288,96,11.0,23308.86,,"Circuit Breaker, MCCB, 100A",OPEN,
687,288,166,9.0,233796.46,,"Variable Speed Drive, 7.5kW",OPEN,
688,288,162,10.0,1627.62,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OPEN,
689,289,46,9.0,259557.54,,"Cone Crusher Concave Ring, fine profile",OPEN,
690,290,172,12.0,62523.94,,"Knife Gate Valve, 200mm (8""), rubber lined",OPEN,
691,290,134,8.0,55561.78,,"Pinch Valve, 50mm (2""), slurry service",OPEN,
692,290,135,19.0,37028.16,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
693,291,26,12.0,317695.61,,"Cone Crusher Mantle, extra-coarse profile",OPEN,
694,292,180,20.0,15945.23,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OPEN,
695,293,36,19.0,136454.09,,"SAG Mill Liner Plate, head, chrome-moly steel",OPEN,
696,294,25,19.0,1019.75,,"Conveyor Belt, steel cord, 1600mm width",OPEN,
697,295,45,5.0,30962.28,,"Level Transmitter, ultrasonic, 0-5m range",OPEN,
698,295,164,12.0,22733.2,,"Ball Mill Grinding Media, 60mm, forged steel balls",OPEN,
699,295,168,17.0,6869.81,,"Circuit Breaker, MCCB, 1000A",OPEN,
700,296,6,18.0,17713.03,,"MCC Contactor, 95A, 3-pole",OPEN,
701,296,71,14.0,1468.16,,"Conveyor Belt, steel cord, 1000mm width",OPEN,
702,297,49,2.0,112549.4,,"Vertical Sump Pump Shaft Assembly, Light duty",OPEN,
703,298,114,7.0,9322.98,,misc parts,OPEN,VAGUE_DESCRIPTION
704,298,169,17.0,143879.76,,"TEFC Induction Motor, 45kW, 4-pole, IE3",OPEN,
705,298,129,20.0,256920.86,,"Slip Ring Induction Motor, 11kW, 6-pole",OPEN,
706,298,62,18.0,2783.25,,"Troughing Idler Set, 1400mm belt width, 3-roll",OPEN,
707,298,81,12.0,33663.69,,"Seal Support System, API Plan 32, shaft 50mm",OPEN,
708,298,71,7.0,1627.56,,"Conveyor Belt, steel cord, 1000mm width",OPEN,
709,298,102,3.0,145592.7,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OPEN,
710,298,155,18.0,32615.13,,"Butterfly Valve, 100mm (4""), wafer type",OPEN,
711,299,68,9.0,2671.07,,"Troughing Idler Set, 650mm belt width, 3-roll",OPEN,
712,300,94,18.0,6634.76,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OPEN,
713,300,41,17.0,263630.41,,"Variable Speed Drive, 110kW",OPEN,
714,301,218,9.0,16532.38,SVC-REF-01,Ref Service - contracted field technician,OPEN,
715,301,216,11.0,30521.04,SVC-INS-02,Ins Service - contracted field technician,OPEN,
716,301,206,6.0,6632.66,SVC-REP-01,Rep Service - contracted field technician,OPEN,
717,302,123,1.0,20832.32,,"Motor Drive Coupling, elastomeric, rated for 15kW",OPEN,
718,303,180,15.0,18835.73,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OPEN,
719,303,21,14.0,5354.25,,"Pillow Block Bearing Unit UCP240, 40mm shaft",OPEN,
720,304,158,17.0,9649.74,,"Motor Drive Coupling, elastomeric, rated for 45kW",OPEN,
721,305,162,15.0,1529.6,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OPEN,
722,306,42,19.0,13832.46,,"MCC Contactor, 65A, 3-pole",OPEN,
723,306,189,8.0,72936.41,,"Flow Meter, magnetic, 40mm (1.5"")",OPEN,MISSING_SERVICE_CODE
724,307,52,1.0,89009.19,,items per attached list,OPEN,VAGUE_DESCRIPTION
725,308,168,7.0,6472.16,,"Circuit Breaker, MCCB, 1000A",OPEN,
726,308,141,3.0,8029.12,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,
727,309,219,6.0,31833.08,SVC-REF-02,Ref Service - contracted field technician,OPEN,
728,310,163,6.0,267871.61,,"Variable Speed Drive, 55kW",OPEN,
729,310,124,12.0,101882.34,,"Slip Ring Induction Motor, 15kW, 6-pole",OPEN,
730,310,8,14.0,15239.62,,"Ball Valve, 40mm (1.5""), full bore, stainless trim",OPEN,MISSING_SERVICE_CODE
731,311,178,19.0,3578.68,,"Butterfly Valve, 25mm (1""), wafer type",OPEN,
732,311,40,14.0,5145.28,,"Motor Drive Coupling, elastomeric, rated for 22kW",OPEN,
733,311,170,14.0,33522.11,,"Spherical Roller Bearing 22220, 20mm bore",OPEN,
734,312,45,9.0,32401.18,,"Level Transmitter, ultrasonic, 0-5m range",OPEN,
735,313,215,2.0,31423.24,SVC-INS-01,Ins Service - contracted field technician,OPEN,
736,313,206,10.0,7123.62,SVC-REP-01,Rep Service - contracted field technician,OPEN,
737,313,213,9.0,34297.83,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
738,314,121,20.0,43101.99,,"Circuit Breaker, MCCB, 250A",OPEN,
739,314,204,2.0,79216.67,,"Slip Ring Induction Motor, 22kW, 6-pole",OPEN,
740,314,23,19.0,18295.16,,spares as required,OPEN,VAGUE_DESCRIPTION
741,315,31,20.0,1778.71,,"Ball Valve, 25mm (1""), full bore, stainless trim",OPEN,
742,315,27,20.0,2894.75,,"Gland Packing Set, shaft 50mm, PTFE impregnated",OPEN,
743,316,127,14.0,54117.73,,"Crusher Toggle Plate, standard rating",OPEN,
744,316,162,19.0,1596.77,,"Pillow Block Bearing Unit UCP290, 90mm shaft",OPEN,
745,316,1,7.0,126212.68,,"Density Meter, nuclear, 200mm (8"") pipe",OPEN,
746,317,208,20.0,10881.29,SVC-REP-03,Rep Service - contracted field technician,OPEN,
747,317,212,8.0,8050.01,SVC-CAL-01,Cal Service - contracted field technician,OPEN,
748,318,63,16.0,157872.35,,"TEFC Induction Motor, 30kW, 4-pole, IE3",OPEN,
749,319,53,10.0,1023.84,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OPEN,
750,319,131,1.0,18201.9,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
751,319,138,20.0,29188.5,,"Centrifugal Slurry Pump Casing Liner, High-head",OPEN,
752,320,202,5.0,123221.58,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
753,320,112,5.0,48873.41,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
754,320,160,8.0,1124.13,,"Deep Groove Ball Bearing 6290-2RS, 90mm bore",OPEN,
755,321,25,15.0,1056.33,,"Conveyor Belt, steel cord, 1600mm width",OPEN,
756,321,75,13.0,16793.56,,"TEFC Induction Motor, 22kW, 4-pole, IE3",OPEN,
757,322,95,7.0,2549.33,,"Tapered Roller Bearing 32050, 50mm bore",OPEN,
758,323,126,14.0,4661.33,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OPEN,
759,323,100,13.0,120287.51,,"Variable Speed Drive, 75kW",OPEN,
760,323,205,15.0,41614.68,,"Centrifugal Slurry Pump Casing Liner, Light duty",OPEN,
761,324,1,6.0,138542.12,,"Density Meter, nuclear, 200mm (8"") pipe",OPEN,
762,324,202,7.0,141727.29,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
763,325,88,20.0,29206.87,,"Circuit Breaker, MCCB, 400A",OPEN,
764,325,145,13.0,71978.42,,"Vertical Sump Pump Shaft Assembly, Medium duty",OPEN,
765,326,213,1.0,32820.67,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
766,327,218,10.0,14870.76,SVC-REF-01,Ref Service - contracted field technician,OPEN,
767,327,218,1.0,16005.2,,Ref Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
768,328,6,4.0,17442.96,,"MCC Contactor, 95A, 3-pole",OPEN,
769,328,121,16.0,36013.64,,"Circuit Breaker, MCCB, 250A",OPEN,
770,328,111,20.0,4101.87,,"Tapered Roller Bearing 32040, 40mm bore",OPEN,
771,329,216,19.0,30231.71,SVC-INS-02,Ins Service - contracted field technician,OPEN,
772,329,216,18.0,26126.55,SVC-INS-02,Ins Service - contracted field technician,OPEN,
773,330,219,11.0,34783.4,SVC-REF-02,Ref Service - contracted field technician,OPEN,
774,330,216,17.0,28154.78,SVC-INS-02,Ins Service - contracted field technician,OPEN,
775,331,212,15.0,7989.41,SVC-CAL-01,items per attached list,OPEN,VAGUE_DESCRIPTION
776,331,210,20.0,8494.83,SVC-INS-02,Ins Service - contracted field technician,OPEN,
777,332,59,16.0,66151.87,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OPEN,
778,332,140,12.0,2841.22,,"Gland Packing Set, shaft 25mm, PTFE impregnated",OPEN,
779,333,112,3.0,53945.71,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
780,333,87,1.0,52238.87,,"Flotation Cell Impeller, tank cell, rubber coated",OPEN,
781,333,102,14.0,152391.86,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OPEN,
782,334,108,8.0,37803.35,,"Spherical Roller Bearing 22235, 35mm bore",OPEN,
783,334,48,12.0,5727.07,,"Belt Scraper Blade Set, 1200mm width, tungsten tip",OPEN,
784,335,16,19.0,10115.72,,"Tapered Roller Bearing 32025, 25mm bore",OPEN,
785,335,203,8.0,179834.65,,"Density Meter, nuclear, 100mm (4"") pipe",OPEN,
786,335,122,19.0,1490.57,,"Deep Groove Ball Bearing 6240-2RS, 40mm bore",OPEN,
787,336,164,5.0,25734.67,,"Ball Mill Grinding Media, 60mm, forged steel balls",OPEN,
788,336,100,19.0,112487.79,,"Variable Speed Drive, 75kW",OPEN,
789,336,5,3.0,22712.95,,"Flow Meter, magnetic, 150mm (6"")",OPEN,
790,337,42,10.0,14198.63,,items per attached list,OPEN,VAGUE_DESCRIPTION
791,338,208,20.0,9587.46,SVC-REP-03,Rep Service - contracted field technician,OPEN,
792,338,214,5.0,15719.5,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
793,338,218,13.0,16881.49,SVC-REF-01,Ref Service - contracted field technician,OPEN,
794,339,123,5.0,24084.06,,"Motor Drive Coupling, elastomeric, rated for 15kW",OPEN,
795,340,13,17.0,27242.55,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
796,340,26,9.0,316511.08,,"Cone Crusher Mantle, extra-coarse profile",OPEN,
797,340,171,2.0,6539.41,,"Motor Drive Coupling, elastomeric, rated for 11kW",OPEN,
798,340,38,18.0,14537.97,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OPEN,
799,340,37,3.0,71522.68,,"Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal",OPEN,
800,340,12,6.0,16681.8,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
801,340,18,10.0,94144.7,,"Flotation Cell Impeller, small cell, rubber coated",OPEN,MISSING_SERVICE_CODE
802,340,192,4.0,8139.7,,"Pillow Block Bearing Unit UCP217, 17mm shaft",OPEN,MISSING_SERVICE_CODE
803,340,141,5.0,7829.5,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,
804,340,33,5.0,11353.74,,"Motor Drive Coupling, elastomeric, rated for 75kW",OPEN,
805,340,12,13.0,17644.48,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
806,341,164,12.0,22821.77,,"Ball Mill Grinding Media, 60mm, forged steel balls",OPEN,
807,341,119,18.0,4074.64,,"Tapered Roller Bearing 32017, 17mm bore",OPEN,
808,341,2,4.0,132060.37,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
809,342,219,5.0,33117.5,SVC-REF-02,Ref Service - contracted field technician,OPEN,
810,342,206,12.0,7664.78,SVC-REP-01,Rep Service - contracted field technician,OPEN,
811,342,208,11.0,10633.65,SVC-REP-03,Rep Service - contracted field technician,OPEN,
812,343,56,6.0,5008.96,,"MCC Contactor, 225A, 3-pole",OPEN,
813,344,110,16.0,3210.76,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
814,345,9,17.0,95707.04,,"Cone Crusher Concave Ring, standard profile",OPEN,
815,345,112,8.0,55797.52,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
816,346,56,10.0,4325.21,,"MCC Contactor, 225A, 3-pole",OPEN,
817,346,165,13.0,11062.65,,"Tapered Roller Bearing 32060, 60mm bore",OPEN,
818,346,128,12.0,6658.09,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
819,347,2,13.0,133966.95,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
820,347,35,20.0,3943.17,,"Impact Idler, 1400mm belt width, rubber disc",OPEN,
821,348,167,1.0,27874.25,,"Froth Paddle Assembly, medium cell",OPEN,
822,349,215,19.0,27042.6,SVC-INS-01,Ins Service - contracted field technician,OPEN,
823,349,214,18.0,14306.63,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
824,349,207,6.0,42734.84,SVC-REP-02,Rep Service - contracted field technician,OPEN,
825,350,209,4.0,28788.58,SVC-INS-01,Ins Service - contracted field technician,OPEN,
826,350,207,17.0,37462.8,SVC-REP-02,Rep Service - contracted field technician,OPEN,
827,351,141,1.0,8858.07,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,
828,351,200,13.0,27186.85,,"Froth Paddle Assembly, small cell",OPEN,
829,351,141,4.0,8027.71,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,
830,352,220,9.0,12462.98,SVC-REF-03,Ref Service - contracted field technician,OPEN,
831,353,200,6.0,30023.06,,"Froth Paddle Assembly, small cell",OPEN,
832,353,178,17.0,3827.68,,"Butterfly Valve, 25mm (1""), wafer type",OPEN,
833,353,80,5.0,8032.6,,"MCC Contactor, 32A, 3-pole",OPEN,
834,354,19,17.0,132276.04,,"Density Meter, nuclear, 25mm (1"") pipe",OPEN,
835,355,174,6.0,45523.84,,"Flotation Cell Stator, medium cell",OPEN,
836,355,128,7.0,7030.27,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
837,356,168,8.0,7446.11,,"Circuit Breaker, MCCB, 1000A",OPEN,
838,357,174,1.0,37915.15,,"Flotation Cell Stator, medium cell",OPEN,
839,358,101,14.0,1550.76,,"Conveyor Belt, steel cord, 1200mm width",OPEN,
840,358,193,8.0,2865.51,,"Ball Valve, 50mm (2""), full bore, stainless trim",OPEN,
841,358,97,5.0,16455.18,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OPEN,
842,358,4,20.0,1964.24,,"Gland Packing Set, shaft 100mm, PTFE impregnated",OPEN,
843,358,51,5.0,300373.71,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
844,358,77,8.0,66862.28,,"TEFC Induction Motor, 90kW, 4-pole, IE3",OPEN,
845,358,2,20.0,151298.74,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
846,358,143,19.0,22302.58,,"MCC Contactor, 150A, 3-pole",OPEN,
847,358,135,14.0,37708.63,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
848,358,199,8.0,2176.49,,"Impact Idler, 1000mm belt width, rubber disc",OPEN,
849,359,106,11.0,2750.07,,"Deep Groove Ball Bearing 6235-2RS, 35mm bore",OPEN,MISSING_SERVICE_CODE
850,360,127,4.0,48716.46,,"Crusher Toggle Plate, standard rating",OPEN,
851,360,104,13.0,32479.49,,"Centrifugal Slurry Pump Impeller, High-head, hard metal",OPEN,
852,361,7,3.0,12866.21,,"Ball Valve, 200mm (8""), full bore, stainless trim",OPEN,
853,361,95,2.0,2491.46,,"Tapered Roller Bearing 32050, 50mm bore",OPEN,
854,361,155,16.0,33946.86,,"Butterfly Valve, 100mm (4""), wafer type",OPEN,MISSING_SERVICE_CODE
855,362,179,11.0,37059.04,,"Jaw Crusher Fixed Jaw Plate, corrugated, manganese steel",OPEN,
856,362,120,16.0,75025.06,,"Density Meter, nuclear, 50mm (2"") pipe",OPEN,
857,362,181,18.0,85663.34,,"Seal Support System, API Plan 32, shaft 65mm",OPEN,
858,363,117,10.0,24590.56,,"Spherical Roller Bearing 22275, 75mm bore",OPEN,
859,364,115,16.0,25254.92,,"Ball Mill Grinding Media, 100mm, forged steel balls",OPEN,
860,364,150,10.0,993.15,,"Conveyor Belt, steel cord, 1400mm width",OPEN,
861,365,134,19.0,51422.26,,"Pinch Valve, 50mm (2""), slurry service",OPEN,
862,365,105,4.0,11794.71,,"Belt Scraper Blade Set, 650mm width, tungsten tip",OPEN,
863,365,161,2.0,14583.97,,"Pressure Transmitter, 0-100 bar range, 4-20mA",OPEN,
864,366,26,20.0,311055.94,,items per attached list,OPEN,VAGUE_DESCRIPTION
865,367,217,10.0,41022.22,SVC-INS-03,Ins Service - contracted field technician,OPEN,
866,367,214,16.0,16904.48,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
867,368,7,8.0,11366.5,,"Ball Valve, 200mm (8""), full bore, stainless trim",OPEN,
868,369,110,7.0,3353.18,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
869,370,44,15.0,189996.95,,"Density Meter, nuclear, 150mm (6"") pipe",OPEN,
870,370,72,7.0,90478.91,,"Vertical Sump Pump Shaft Assembly, High-head",OPEN,
871,370,147,15.0,199769.61,,"Cone Crusher Concave Ring, extra-coarse profile",OPEN,
872,371,220,12.0,14625.01,SVC-REF-03,Ref Service - contracted field technician,OPEN,
873,371,211,1.0,34859.44,SVC-INS-03,Ins Service - contracted field technician,OPEN,
874,372,181,14.0,81334.64,,"Seal Support System, API Plan 32, shaft 65mm",OPEN,
875,372,43,4.0,3414.18,,"Ball Valve, 150mm (6""), full bore, stainless trim",OPEN,
876,373,90,15.0,1152.96,,"Conveyor Belt, steel cord, 650mm width",OPEN,
877,373,136,8.0,4596.06,,"Troughing Idler Set, 800mm belt width, 3-roll",OPEN,
878,374,6,14.0,17498.67,,"MCC Contactor, 95A, 3-pole",OPEN,
879,375,101,9.0,1643.41,,"Conveyor Belt, steel cord, 1200mm width",OPEN,
880,375,90,5.0,1274.69,,"Conveyor Belt, steel cord, 650mm width",OPEN,
881,376,50,6.0,9198.69,,"Butterfly Valve, 80mm (3""), wafer type",OPEN,
882,376,137,14.0,18796.4,,"Pressure Transmitter, 0-10 bar range, 4-20mA",OPEN,
883,376,165,18.0,12115.97,,"Tapered Roller Bearing 32060, 60mm bore",OPEN,
884,376,81,17.0,32077.38,,"Seal Support System, API Plan 32, shaft 50mm",OPEN,
885,376,140,3.0,2794.01,,"Gland Packing Set, shaft 25mm, PTFE impregnated",OPEN,
886,376,23,12.0,17397.37,,"Motor Drive Coupling, elastomeric, rated for 90kW",OPEN,
887,376,140,3.0,2822.16,,"Gland Packing Set, shaft 25mm, PTFE impregnated",OPEN,
888,376,79,12.0,66635.22,,"Flotation Cell Stator, small cell",OPEN,
889,376,167,10.0,29858.92,,"Froth Paddle Assembly, medium cell",OPEN,
890,376,159,6.0,55099.85,,"Pinch Valve, 80mm (3""), slurry service",OPEN,
891,377,159,7.0,54400.7,,"Pinch Valve, 80mm (3""), slurry service",OPEN,
892,377,26,7.0,309756.97,,"Cone Crusher Mantle, extra-coarse profile",OPEN,
893,378,104,14.0,29430.49,,"Centrifugal Slurry Pump Impeller, High-head, hard metal",OPEN,
894,378,204,19.0,78123.51,,"Slip Ring Induction Motor, 22kW, 6-pole",OPEN,
895,378,54,14.0,753.62,,"Deep Groove Ball Bearing 6275-2RS, 75mm bore",OPEN,
896,379,52,9.0,96716.01,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OPEN,
897,379,94,10.0,6882.48,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OPEN,
898,380,77,10.0,69286.89,,"TEFC Induction Motor, 90kW, 4-pole, IE3",OPEN,
899,380,22,15.0,26220.41,,"Ball Mill Grinding Media, 80mm, forged steel balls",OPEN,
900,380,3,8.0,33692.13,,"Variable Speed Drive, 11kW",OPEN,
901,381,139,16.0,5195.07,,"Tapered Roller Bearing 32075, 75mm bore",OPEN,MISSING_SERVICE_CODE
902,382,206,20.0,7829.74,SVC-REP-01,Rep Service - contracted field technician,OPEN,
903,382,213,13.0,29431.03,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
904,382,217,5.0,41585.91,SVC-INS-03,Ins Service - contracted field technician,OPEN,
905,383,127,10.0,52893.88,,"Crusher Toggle Plate, standard rating",OPEN,
906,384,110,15.0,3433.37,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
