recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-001097,000000000010000718,2000,Slurry Pump Mechanical Seal 110KW SEW,IMPACT,REGULAR,12,53,30.765,34.800,8.466,9.600,60.521,78.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 17 is below the current reorder point 30.765. At the IMPACT service level of 95% and a 53-day lead time, the reorder point should be 34.8.",PROPOSED,2026-06-13
REC-001098,000000000080000161,3000,Belt Scraper Blade Cartridge 10/8,CRITICAL,INTERMITTENT,6,43,14.191,8.600,10.087,6.100,16.275,13.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 43-day lead time gives a reorder point of 8.6 against the current 14.191.,APPROVED,2026-08-14
REC-001099,000000000010000719,1000,Mill Lube Pump Motor 55KW MULTOTEC,NORMAL,SLOW,2,48,0.653,0.800,0.406,0.500,1.620,1.400,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.62. Consumption of 0.2 per month supports a maximum of 1.4.,APPROVED,2026-08-01
REC-001100,000000000010000720,1000,Flow Meter Sensor Head TYPE B SIEMENS,CRITICAL,INTERMITTENT,2,58,10.557,5.800,7.988,4.400,12.582,8.100,ROP_MAX_SAFETY_STOCK,Stock on hand 16 exceeds the current maximum 12.582. Consumption of 0.8 per month supports a maximum of 8.1.,APPROVED,2026-06-14
REC-001101,000000000010000721,1000,Conveyor Drive Gearbox 250KW ABB,INSURANCE,REGULAR,12,41,53.686,53.200,12.020,11.900,211.313,145.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 39 is below the current reorder point 53.686. At the INSURANCE service level of 90% and a 41-day lead time, the reorder point should be 53.2.",PROPOSED,2026-08-09
REC-001102,000000000010000721,2000,Conveyor Drive Gearbox 250KW ABB,INSURANCE,REGULAR,11,41,76.798,57.900,14.633,11.000,261.546,162.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 62 is below the current reorder point 76.798. At the INSURANCE service level of 90% and a 41-day lead time, the reorder point should be 57.9.",APPROVED,2026-06-11
REC-001103,000000000010000722,2000,Agitator Shaft Seal HD FLSM,NORMAL,REGULAR,11,16,8.766,6.000,2.308,1.600,42.182,30.900,ROP_MAX_SAFETY_STOCK,Regular consumption of 8.3 per month over 24 months with a 16-day lead time gives a reorder point of 6 against the current 8.766.,PROPOSED,2026-08-07
REC-001104,000000000010000723,1000,Thickener Rake Seal Kit TYPE A ABB,CRITICAL,INTERMITTENT,0,122,19.283,10.700,12.394,6.900,19.283,13.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 19.283. At the CRITICAL service level of 98% and a 122-day lead time, the reorder point should be 10.7.",APPROVED,2026-08-23
REC-001105,000000000010000723,3000,Thickener Rake Seal Kit TYPE A ABB,CRITICAL,INTERMITTENT,0,122,8.963,5.900,6.407,4.200,12.066,7.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.963. At the CRITICAL service level of 98% and a 122-day lead time, the reorder point should be 5.9.",PROPOSED,2026-08-16
REC-001106,000000000010000724,1000,Mill Liner 200MM SEW,CRITICAL,INTERMITTENT,0,89,7.745,8.400,4.711,5.100,16.882,11.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.745. At the CRITICAL service level of 98% and a 89-day lead time, the reorder point should be 8.4.",APPROVED,2026-06-03
REC-001107,000000000010000725,4000,Conveyor Pulley Bearing 150MM SIEMENS,NORMAL,SLOW,0,13,0.231,0.200,0.195,0.200,0.608,0.500,ROP_MAX_SAFETY_STOCK,Stock on hand 1 exceeds the current maximum 0.608. Consumption of 0.1 per month supports a maximum of 0.5.,PROPOSED,2026-06-20
REC-001108,000000000010000726,3000,Flotation Cell Impeller DN100 WEIR,CRITICAL,INTERMITTENT,4,174,5.911,5.400,2.763,2.500,8.633,6.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 174-day lead time gives a reorder point of 5.4 against the current 5.911.,REJECTED,2026-08-01
REC-001109,000000000080000162,3000,Crusher Main Shaft Bearing 6/4 SANDVIK,IMPACT,INTERMITTENT,1,16,2.532,2.100,1.909,1.600,4.388,5.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 16-day lead time gives a reorder point of 2.1 against the current 2.532.,REJECTED,2026-07-24
REC-001110,000000000010000727,3000,PLC Digital Output Card TYPE A METSO,INSURANCE,SLOW,2,132,2.190,1.400,1.368,0.900,2.190,1.800,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 2.19. Consumption of 0.1 per month supports a maximum of 1.8.,APPROVED,2026-05-12
REC-001111,000000000010000728,1000,Agitator Shaft Seal HD ABB,INSURANCE,INTERMITTENT,1,98,2.716,4.100,1.739,2.600,9.396,5.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 98-day lead time gives a reorder point of 4.1 against the current 2.716.,PROPOSED,2026-09-02
REC-001112,000000000010000729,2000,Slurry Density Transmitter 10/8,CRITICAL,INTERMITTENT,8,224,12.944,14.200,5.117,5.600,25.017,17.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 224-day lead time gives a reorder point of 14.2 against the current 12.944.,PROPOSED,2026-08-28
REC-001113,000000000010000730,2000,Mill Liner TYPE B ABB,CRITICAL,INTERMITTENT,0,103,8.656,8.000,5.919,5.500,8.656,10.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.656. At the CRITICAL service level of 98% and a 103-day lead time, the reorder point should be 8.",APPROVED,2026-05-10
REC-001114,000000000010000730,3000,Mill Liner TYPE B ABB,CRITICAL,INTERMITTENT,0,103,7.202,9.300,4.254,5.500,19.837,12.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.202. At the CRITICAL service level of 98% and a 103-day lead time, the reorder point should be 9.3.",APPROVED,2026-07-01
REC-001115,000000000010000731,1000,PLC Digital Output Card 150MM SEW,CRITICAL,INTERMITTENT,0,45,7.502,6.100,4.829,3.900,17.015,10.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.502. At the CRITICAL service level of 98% and a 45-day lead time, the reorder point should be 6.1.",APPROVED,2026-06-29
REC-001116,000000000010000732,3000,Mill Lube Pump Motor HD SANDVIK,CRITICAL,INTERMITTENT,0,41,8.261,6.300,5.987,4.600,8.261,10.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.261. At the CRITICAL service level of 98% and a 41-day lead time, the reorder point should be 6.3.",PROPOSED,2026-07-08
REC-001117,000000000010000733,3000,Soft Starter Power Module 250KW MULTOTEC,NORMAL,SLOW,2,46,0.285,0.600,0.198,0.400,1.426,1.000,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.1 per month over 24 months with a 46-day lead time gives a reorder point of 0.6 against the current 0.285.,PROPOSED,2026-05-14
REC-001118,000000000010000733,2000,Soft Starter Power Module 250KW MULTOTEC,NORMAL,SLOW,3,46,2.119,1.900,1.268,1.100,4.685,3.400,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.5 per month over 24 months with a 46-day lead time gives a reorder point of 1.9 against the current 2.119.,APPROVED,2026-06-29
REC-001119,000000000080000163,2000,Flotation Blower Motor TYPE B SEW,IMPACT,INTERMITTENT,3,55,7.192,7.700,4.667,5.000,12.385,12.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 7.192. At the IMPACT service level of 95% and a 55-day lead time, the reorder point should be 7.7.",PROPOSED,2026-07-31
REC-001120,000000000080000163,1000,Flotation Blower Motor TYPE B SEW,IMPACT,INTERMITTENT,5,55,2.638,3.100,1.536,1.800,5.934,5.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.638. At the IMPACT service level of 95% and a 55-day lead time, the reorder point should be 3.1.",PROPOSED,2026-06-15
REC-001121,000000000090000039,4000,Soft Starter Power Module TYPE A SANDVIK,OBSOLETE,NO_DEMAND,0,19,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-05-15
REC-001122,000000000080000164,1000,PLC Digital Output Card 250KW SIEMENS,IMPACT,INTERMITTENT,3,36,1.905,2.000,1.305,1.400,5.313,3.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 36-day lead time gives a reorder point of 2 against the current 1.905.,PROPOSED,2026-06-11
REC-001123,000000000080000164,4000,PLC Digital Output Card 250KW SIEMENS,IMPACT,INTERMITTENT,5,36,6.627,6.600,4.599,4.600,10.514,11.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 6.627. At the IMPACT service level of 95% and a 36-day lead time, the reorder point should be 6.6.",APPROVED,2026-07-27
REC-001124,000000000010000735,3000,Hydraulic Power Pack 6/4 KSB,NORMAL,SLOW,2,33,0.501,1.200,0.348,0.800,3.917,2.200,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 3.917. Consumption of 0.3 per month supports a maximum of 2.2.,PROPOSED,2026-07-10
REC-001125,000000000090000040,2000,Ball Mill Trunnion Bearing DN100 SKF,OBSOLETE,NO_DEMAND,0,48,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,REJECTED,2026-08-24
REC-001126,000000000010000736,2000,Crusher Hydroset Cylinder 200MM KSB,CRITICAL,INTERMITTENT,8,145,8.958,5.100,4.016,2.300,8.958,6.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 8.958. At the CRITICAL service level of 98% and a 145-day lead time, the reorder point should be 5.1.",HELD,2026-08-25
REC-001127,000000000010000737,3000,Ball Mill Shell Liner Plate 10/8,NORMAL,REGULAR,12,57,140.096,81.600,23.182,13.500,209.627,190.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 130 is below the current reorder point 140.096. At the NORMAL service level of 85% and a 57-day lead time, the reorder point should be 81.6.",APPROVED,2026-07-25
REC-001128,000000000010000739,3000,Flotation Blower Motor HD METSO,NORMAL,INTERMITTENT,5,49,3.996,6.400,1.928,3.100,12.105,12.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.0 per month over 24 months with a 49-day lead time gives a reorder point of 6.4 against the current 3.996.,APPROVED,2026-08-21
REC-001129,000000000010000740,2000,Pressure Transmitter Assembly 150MM,IMPACT,REGULAR,11,56,15.030,20.400,4.260,5.800,78.798,44.300,ROP_MAX_SAFETY_STOCK,Regular consumption of 8.0 per month over 24 months with a 56-day lead time gives a reorder point of 20.4 against the current 15.03.,PROPOSED,2026-08-24
REC-001130,000000000010000741,4000,Ball Mill Gearbox Assembly TYPE A ABB,CRITICAL,INTERMITTENT,7,239,18.322,12.300,8.607,5.800,18.322,14.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 17 is below the current reorder point 18.322. At the CRITICAL service level of 98% and a 239-day lead time, the reorder point should be 12.3.",REJECTED,2026-06-21
REC-001131,000000000030000171,4000,Agitator Shaft Seal HD METSO,CRITICAL,ON_DEMAND,1,71,0.000,11.500,0.000,7.500,0.000,16.600,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 11.5 and a maximum of 16.6.,REJECTED,2026-06-03
REC-001132,000000000010000742,2000,Pressure Transmitter Assembly 55KW,IMPACT,SLOW,1,11,1.399,1.000,1.182,0.800,3.309,2.200,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.4 per month over 24 months with a 11-day lead time gives a reorder point of 1 against the current 1.399.,APPROVED,2026-08-03
REC-001133,000000000080000165,2000,Cyclone Apex Liner 200MM METSO,IMPACT,INTERMITTENT,4,49,8.881,5.200,5.915,3.500,10.673,8.400,ROP_MAX_SAFETY_STOCK,Stock on hand 13 exceeds the current maximum 10.673. Consumption of 1.1 per month supports a maximum of 8.4.,APPROVED,2026-06-25
REC-001134,000000000010000743,4000,Variable Speed Drive Unit 110KW FLSM,INSURANCE,INTERMITTENT,6,93,16.658,9.800,7.804,4.600,22.048,14.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 10 is below the current reorder point 16.658. At the INSURANCE service level of 90% and a 93-day lead time, the reorder point should be 9.8.",APPROVED,2026-08-11
REC-001135,000000000010000743,2000,Variable Speed Drive Unit 110KW FLSM,INSURANCE,INTERMITTENT,6,93,7.774,4.700,3.102,1.900,13.136,7.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 93-day lead time gives a reorder point of 4.7 against the current 7.774.,APPROVED,2026-06-12
REC-001136,000000000010000744,3000,Ball Mill Shell Liner Plate 6/4 KSB,INSURANCE,INTERMITTENT,6,62,4.187,8.400,2.285,4.600,18.641,14.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 4.187. At the INSURANCE service level of 90% and a 62-day lead time, the reorder point should be 8.4.",APPROVED,2026-07-12
REC-001137,000000000010000745,4000,Screen Exciter Bearing TYPE A MULTOTEC,INSURANCE,SLOW,2,80,1.803,1.200,1.160,0.800,2.264,1.700,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 80-day lead time gives a reorder point of 1.2 against the current 1.803.,APPROVED,2026-07-04
REC-001138,000000000010000745,3000,Screen Exciter Bearing TYPE A MULTOTEC,INSURANCE,SLOW,3,80,2.119,1.600,1.236,0.900,2.119,2.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.119. At the INSURANCE service level of 90% and a 80-day lead time, the reorder point should be 1.6.",APPROVED,2026-06-28
REC-001139,000000000010000746,3000,Soft Starter Power Module TYPE A SIEMENS,NORMAL,SLOW,3,7,0.106,0.200,0.088,0.200,0.973,0.700,ROP_MAX_SAFETY_STOCK,Stock on hand 1 exceeds the current maximum 0.973. Consumption of 0.2 per month supports a maximum of 0.7.,APPROVED,2026-06-07
REC-001140,000000000080000166,2000,Slurry Pump Mechanical Seal 250KW ABB,CRITICAL,INTERMITTENT,5,37,15.613,8.700,10.812,6.000,19.046,15.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 10 is below the current reorder point 15.613. At the CRITICAL service level of 98% and a 37-day lead time, the reorder point should be 8.7.",REJECTED,2026-07-28
REC-001141,000000000080000166,3000,Slurry Pump Mechanical Seal 250KW ABB,CRITICAL,INTERMITTENT,7,37,10.140,8.200,6.886,5.600,13.551,14.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 10 is below the current reorder point 10.14. At the CRITICAL service level of 98% and a 37-day lead time, the reorder point should be 8.2.",APPROVED,2026-07-28
REC-001142,000000000080000167,4000,Mill Liner DN100 METSO,IMPACT,INTERMITTENT,4,13,1.701,1.700,1.317,1.300,7.795,4.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 13-day lead time gives a reorder point of 1.7 against the current 1.701.,APPROVED,2026-07-04
REC-001143,000000000030000174,1000,MCC Feeder Circuit Breaker 55KW FLSM,CRITICAL,ON_DEMAND,3,89,0.000,13.200,0.000,7.600,0.000,18.900,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 13.2 and a maximum of 18.9.,REJECTED,2026-07-03
REC-001144,000000000030000174,2000,MCC Feeder Circuit Breaker 55KW FLSM,CRITICAL,ON_DEMAND,1,89,0.000,17.300,0.000,9.600,0.000,25.200,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 17.3 and a maximum of 25.2.,REJECTED,2026-07-09
REC-001145,000000000010000748,4000,Crusher Hydroset Cylinder HD SANDVIK,NORMAL,INTERMITTENT,4,27,8.520,5.400,4.544,2.900,19.147,13.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.8 per month over 24 months with a 27-day lead time gives a reorder point of 5.4 against the current 8.52.,REJECTED,2026-08-31
REC-001146,000000000010000749,1000,Flow Meter Sensor Head 200MM SIEMENS,CRITICAL,INTERMITTENT,0,32,11.917,7.200,9.013,5.400,19.454,12.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.917. At the CRITICAL service level of 98% and a 32-day lead time, the reorder point should be 7.2.",PROPOSED,2026-07-19
REC-001147,000000000010000750,1000,Cyclone Apex Liner 150MM KSB,NORMAL,INTERMITTENT,5,23,2.367,2.200,1.430,1.300,6.047,5.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 23-day lead time gives a reorder point of 2.2 against the current 2.367.,APPROVED,2026-07-10
REC-001148,000000000080000168,2000,Centrifugal Pump Casing 55KW FLSM,CRITICAL,INTERMITTENT,4,40,4.375,2.400,3.293,1.800,5.007,3.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 4.375. At the CRITICAL service level of 98% and a 40-day lead time, the reorder point should be 2.4.",HELD,2026-07-21
REC-001149,000000000080000169,2000,Slurry Pump Mechanical Seal 110KW SKF,NORMAL,INTERMITTENT,6,34,4.969,4.600,2.799,2.600,16.056,10.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 34-day lead time gives a reorder point of 4.6 against the current 4.969.,APPROVED,2026-08-23
REC-001150,000000000080000170,3000,Mill Liner 55KW SIEMENS,IMPACT,INTERMITTENT,4,17,1.417,1.600,1.133,1.300,3.035,3.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 1.417. At the IMPACT service level of 95% and a 17-day lead time, the reorder point should be 1.6.",APPROVED,2026-05-14
REC-001151,000000000010000751,2000,Valve Assembly HD SIEMENS,IMPACT,SLOW,2,41,1.220,2.400,0.872,1.700,5.179,3.900,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.5 per month over 24 months with a 41-day lead time gives a reorder point of 2.4 against the current 1.22.,APPROVED,2026-08-21
REC-001152,000000000010000752,1000,Ball Mill Shell Liner Plate 110KW KSB,CRITICAL,INTERMITTENT,3,92,7.236,4.400,4.936,3.000,7.236,5.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 7.236. At the CRITICAL service level of 98% and a 92-day lead time, the reorder point should be 4.4.",APPROVED,2026-05-18
REC-001153,000000000010000753,3000,Pump Impeller 110KW SIEMENS,NORMAL,INTERMITTENT,3,60,8.675,6.200,4.877,3.500,13.038,10.300,ROP_MAX_SAFETY_STOCK,Stock on hand 16 exceeds the current maximum 13.038. Consumption of 1.4 per month supports a maximum of 10.3.,PROPOSED,2026-07-07
REC-001154,000000000080000171,4000,Ventilation Fan Motor 10/8 WEIR,CRITICAL,INTERMITTENT,7,84,14.092,11.400,7.836,6.300,14.340,16.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 13 is below the current reorder point 14.092. At the CRITICAL service level of 98% and a 84-day lead time, the reorder point should be 11.4.",APPROVED,2026-08-03
REC-001155,000000000080000171,1000,Ventilation Fan Motor 10/8 WEIR,CRITICAL,INTERMITTENT,7,84,25.107,17.000,12.832,8.700,44.517,26.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 17 is below the current reorder point 25.107. At the CRITICAL service level of 98% and a 84-day lead time, the reorder point should be 17.",APPROVED,2026-08-31
REC-001156,000000000010000755,3000,Thickener Rake Drive Gearbox 10/8,INSURANCE,INTERMITTENT,7,140,12.885,8.400,4.137,2.700,15.717,12.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 12.885. At the INSURANCE service level of 90% and a 140-day lead time, the reorder point should be 8.4.",REJECTED,2026-06-16
REC-001157,000000000010000756,2000,Apron Feeder Gear Reducer 55KW ABB,CRITICAL,INTERMITTENT,6,149,2.773,5.000,1.292,2.300,10.228,6.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.773. At the CRITICAL service level of 98% and a 149-day lead time, the reorder point should be 5.",APPROVED,2026-08-12
REC-001158,000000000010000756,4000,Apron Feeder Gear Reducer 55KW ABB,CRITICAL,INTERMITTENT,6,149,12.156,9.500,5.917,4.600,22.177,12.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 12.156. At the CRITICAL service level of 98% and a 149-day lead time, the reorder point should be 9.5.",APPROVED,2026-05-21
REC-001159,000000000080000172,2000,Flow Meter Sensor Head 6/4 SIEMENS,CRITICAL,INTERMITTENT,6,103,24.435,13.800,13.685,7.700,24.435,19.200,ROP_MAX_SAFETY_STOCK,Stock on hand 29 exceeds the current maximum 24.435. Consumption of 1.8 per month supports a maximum of 19.2.,APPROVED,2026-08-04
REC-001160,000000000010000757,1000,Pump Impeller 110KW SIEMENS,INSURANCE,INTERMITTENT,4,238,7.012,5.100,2.500,1.800,7.012,6.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 7.012. At the INSURANCE service level of 90% and a 238-day lead time, the reorder point should be 5.1.",HELD,2026-07-16
REC-001161,000000000010000757,4000,Pump Impeller 110KW SIEMENS,INSURANCE,INTERMITTENT,4,238,4.170,5.100,1.487,1.800,7.768,6.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 4.17. At the INSURANCE service level of 90% and a 238-day lead time, the reorder point should be 5.1.",HELD,2026-08-13
REC-001162,000000000010000758,4000,Conveyor Drive Motor 150MM METSO,IMPACT,INTERMITTENT,4,47,4.035,7.400,2.566,4.700,20.393,12.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 47-day lead time gives a reorder point of 7.4 against the current 4.035.,HELD,2026-08-22
REC-001163,000000000010000759,1000,Valve Assembly TYPE B MULTOTEC,CRITICAL,SLOW,4,78,2.698,1.900,1.939,1.400,3.637,2.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 78-day lead time gives a reorder point of 1.9 against the current 2.698.,PROPOSED,2026-05-14
REC-001164,000000000080000173,4000,Valve Assembly DN100 ABB,IMPACT,INTERMITTENT,3,11,2.340,2.300,1.843,1.800,9.429,6.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 11-day lead time gives a reorder point of 2.3 against the current 2.34.,REJECTED,2026-05-23
REC-001165,000000000080000173,2000,Valve Assembly DN100 ABB,IMPACT,INTERMITTENT,5,11,2.372,2.800,1.806,2.100,8.501,8.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 11-day lead time gives a reorder point of 2.8 against the current 2.372.,APPROVED,2026-08-25
REC-001166,000000000010000760,4000,Apron Feeder Gear Reducer 8/6 WEIR,NORMAL,INTERMITTENT,6,47,4.882,5.900,2.543,3.100,17.753,11.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 47-day lead time gives a reorder point of 5.9 against the current 4.882.,PROPOSED,2026-08-12
REC-001167,000000000010000760,2000,Apron Feeder Gear Reducer 8/6 WEIR,NORMAL,INTERMITTENT,4,47,2.873,5.100,1.399,2.500,18.212,10.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 47-day lead time gives a reorder point of 5.1 against the current 2.873.,HELD,2026-08-24
REC-001168,000000000010000761,4000,Pressure Transmitter Assembly 10/8,CRITICAL,INTERMITTENT,6,174,7.676,5.600,3.429,2.500,7.676,7.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 7.676. At the CRITICAL service level of 98% and a 174-day lead time, the reorder point should be 5.6.",REJECTED,2026-08-17
REC-001169,000000000010000761,1000,Pressure Transmitter Assembly 10/8,CRITICAL,INTERMITTENT,7,174,10.150,12.700,3.657,4.600,22.737,16.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 10.15. At the CRITICAL service level of 98% and a 174-day lead time, the reorder point should be 12.7.",APPROVED,2026-08-14
REC-001170,000000000010000762,2000,Mill Liner 250KW SEW,INSURANCE,INTERMITTENT,3,213,11.402,13.800,4.212,5.100,17.282,17.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 11.402. At the INSURANCE service level of 90% and a 213-day lead time, the reorder point should be 13.8.",REJECTED,2026-06-07
REC-001171,000000000080000174,1000,Slurry Pump Wet End Assembly 110KW SKF,IMPACT,INTERMITTENT,5,17,1.766,1.400,1.350,1.100,4.332,3.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 17-day lead time gives a reorder point of 1.4 against the current 1.766.,REJECTED,2026-06-29
REC-001172,000000000010000763,1000,Slurry Density Transmitter DN150 SANDVIK,CRITICAL,SLOW,3,83,3.091,2.400,2.053,1.600,4.845,3.300,ROP_MAX_SAFETY_STOCK,Stock on hand 5 exceeds the current maximum 4.845. Consumption of 0.3 per month supports a maximum of 3.3.,APPROVED,2026-07-10
REC-001173,000000000010000763,3000,Slurry Density Transmitter DN150 SANDVIK,CRITICAL,SLOW,4,83,2.865,2.200,1.970,1.500,2.865,3.000,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.865. Consumption of 0.2 per month supports a maximum of 3.,HELD,2026-08-29
REC-001174,000000000090000041,2000,Apron Feeder Gear Reducer 250MM KSB,OBSOLETE,NO_DEMAND,0,17,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-06-05
REC-001175,000000000010000764,1000,Slurry Density Transmitter HD,INSURANCE,REGULAR,12,97,29.124,29.600,4.422,4.500,47.376,53.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 12 is below the current reorder point 29.124. At the INSURANCE service level of 90% and a 97-day lead time, the reorder point should be 29.6.",APPROVED,2026-05-23
REC-001176,000000000010000764,4000,Slurry Density Transmitter HD,INSURANCE,REGULAR,11,97,89.362,56.900,13.543,8.600,180.224,102.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 15.2 per month over 24 months with a 97-day lead time gives a reorder point of 56.9 against the current 89.362.,APPROVED,2026-06-27
REC-001177,000000000080000175,3000,Hydraulic Power Pack 55KW MULTOTEC,NORMAL,INTERMITTENT,4,26,2.759,2.000,1.526,1.100,4.961,5.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 2.759. At the NORMAL service level of 85% and a 26-day lead time, the reorder point should be 2.",APPROVED,2026-07-26
REC-001178,000000000080000175,2000,Hydraulic Power Pack 55KW MULTOTEC,NORMAL,INTERMITTENT,5,26,1.471,1.100,0.936,0.700,4.209,2.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 26-day lead time gives a reorder point of 1.1 against the current 1.471.,HELD,2026-07-25
REC-001179,000000000010000765,2000,Conveyor Take-Up Pulley TYPE A SIEMENS,INSURANCE,INTERMITTENT,5,197,6.160,4.300,2.332,1.600,6.160,5.500,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 6.16. Consumption of 0.4 per month supports a maximum of 5.5.,APPROVED,2026-08-11
REC-001180,000000000010000766,2000,Ball Mill Gearbox Assembly DN100 FLSM,INSURANCE,INTERMITTENT,4,44,6.299,5.700,3.737,3.400,15.682,10.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 44-day lead time gives a reorder point of 5.7 against the current 6.299.,HELD,2026-05-19
