approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-000516,REC-000724,Plant Head,VZIINV02,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-000517,REC-000725,Commercial Head,VZIINV02,REJECTED,2026-09-02,Consumption not considered representative.
APR-000518,REC-000726,Plant Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000519,REC-000727,Plant Head,VZIINV01,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000520,REC-000728,Plant Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000521,REC-000729,Engineering Head,VZIINV01,REJECTED,2026-06-13,Consumption not considered representative.
APR-000522,REC-000730,Engineering Head,VZIINV02,HELD,2026-08-19,Held pending further consumption evidence.
APR-000523,REC-000731,Inventory Controller,VZIINV01,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000524,REC-000732,Inventory Controller,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000525,REC-000733,Plant Head,VZIINV02,APPROVED,2026-07-24,Approved; to be applied in SAP by VZI.
APR-000526,REC-000734,Plant Head,VZIINV02,REJECTED,2026-06-17,Consumption not considered representative.
APR-000527,REC-000736,Engineering Head,VZIINV02,REJECTED,2026-08-01,Consumption not considered representative.
APR-000528,REC-000737,Engineering Head,VZIINV02,REJECTED,2026-05-27,Consumption not considered representative.
APR-000529,REC-000738,Engineering Head,VZIINV01,REJECTED,2026-09-04,Consumption not considered representative.
APR-000530,REC-000739,Inventory Controller,VZIINV01,REJECTED,2026-08-07,Consumption not considered representative.
APR-000531,REC-000740,Plant Head,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000532,REC-000742,Inventory Controller,VZIINV01,APPROVED,2026-07-22,Approved; to be applied in SAP by VZI.
APR-000533,REC-000744,Plant Head,VZIINV01,HELD,2026-06-05,Held pending further consumption evidence.
APR-000534,REC-000745,Commercial Head,VZIINV01,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-000535,REC-000746,Commercial Head,VZIINV02,HELD,2026-08-24,Held pending further consumption evidence.
APR-000536,REC-000748,Plant Head,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000537,REC-000750,Plant Head,VZIINV02,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000538,REC-000752,Inventory Controller,VZIINV01,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000539,REC-000754,Plant Head,VZIINV02,REJECTED,2026-05-22,Consumption not considered representative.
APR-000540,REC-000755,Engineering Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000541,REC-000756,Inventory Controller,VZIINV01,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000542,REC-000757,Inventory Controller,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000543,REC-000758,Engineering Head,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000544,REC-000759,Engineering Head,VZIINV01,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000545,REC-000760,Plant Head,VZIINV02,APPROVED,2026-05-28,Approved; to be applied in SAP by VZI.
APR-000546,REC-000761,Inventory Controller,VZIINV01,REJECTED,2026-08-29,Consumption not considered representative.
APR-000547,REC-000762,Plant Head,VZIINV01,REJECTED,2026-07-16,Consumption not considered representative.
APR-000548,REC-000765,Inventory Controller,VZIINV02,HELD,2026-06-14,Held pending further consumption evidence.
APR-000549,REC-000766,Inventory Controller,VZIINV02,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000550,REC-000767,Plant Head,VZIINV02,APPROVED,2026-05-28,Approved; to be applied in SAP by VZI.
APR-000551,REC-000768,Plant Head,VZIINV02,HELD,2026-05-24,Held pending further consumption evidence.
APR-000552,REC-000769,Plant Head,VZIINV01,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-000553,REC-000770,Plant Head,VZIINV02,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000554,REC-000771,Engineering Head,VZIINV02,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000555,REC-000772,Inventory Controller,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-000556,REC-000773,Engineering Head,VZIINV01,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000557,REC-000774,Inventory Controller,VZIINV02,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000558,REC-000775,Inventory Controller,VZIINV01,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000559,REC-000776,Plant Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000560,REC-000777,Inventory Controller,VZIINV02,APPROVED,2026-06-20,Approved; to be applied in SAP by VZI.
APR-000561,REC-000779,Inventory Controller,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000562,REC-000780,Engineering Head,VZIINV02,REJECTED,2026-06-07,Consumption not considered representative.
APR-000563,REC-000781,Commercial Head,VZIINV01,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-000564,REC-000784,Engineering Head,VZIINV01,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-000565,REC-000785,Engineering Head,VZIINV01,REJECTED,2026-06-23,Consumption not considered representative.
APR-000566,REC-000787,Inventory Controller,VZIINV02,APPROVED,2026-07-29,Approved; to be applied in SAP by VZI.
APR-000567,REC-000790,Plant Head,VZIINV01,HELD,2026-06-06,Held pending further consumption evidence.
APR-000568,REC-000792,Plant Head,VZIINV02,HELD,2026-07-11,Held pending further consumption evidence.
APR-000569,REC-000793,Plant Head,VZIINV01,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000570,REC-000794,Commercial Head,VZIINV01,REJECTED,2026-07-13,Consumption not considered representative.
APR-000571,REC-000795,Commercial Head,VZIINV02,HELD,2026-08-01,Held pending further consumption evidence.
APR-000572,REC-000796,Plant Head,VZIINV01,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-000573,REC-000797,Commercial Head,VZIINV02,REJECTED,2026-08-03,Consumption not considered representative.
APR-000574,REC-000798,Commercial Head,VZIINV01,HELD,2026-08-04,Held pending further consumption evidence.
APR-000575,REC-000799,Plant Head,VZIINV02,APPROVED,2026-07-31,Approved; to be applied in SAP by VZI.
APR-000576,REC-000803,Engineering Head,VZIINV01,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-000577,REC-000804,Engineering Head,VZIINV01,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-000578,REC-000806,Plant Head,VZIINV02,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000579,REC-000807,Plant Head,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000580,REC-000808,Plant Head,VZIINV01,REJECTED,2026-06-10,Consumption not considered representative.
APR-000581,REC-000810,Engineering Head,VZIINV01,APPROVED,2026-05-21,Approved; to be applied in SAP by VZI.
APR-000582,REC-000811,Commercial Head,VZIINV01,HELD,2026-05-21,Held pending further consumption evidence.
APR-000583,REC-000812,Plant Head,VZIINV02,APPROVED,2026-06-17,Approved; to be applied in SAP by VZI.
APR-000584,REC-000813,Plant Head,VZIINV01,HELD,2026-08-08,Held pending further consumption evidence.
APR-000585,REC-000814,Engineering Head,VZIINV01,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000586,REC-000815,Engineering Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000587,REC-000817,Plant Head,VZIINV02,HELD,2026-07-12,Held pending further consumption evidence.
APR-000588,REC-000818,Commercial Head,VZIINV02,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-000589,REC-000819,Inventory Controller,VZIINV02,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-000590,REC-000820,Commercial Head,VZIINV01,APPROVED,2026-08-30,Approved; to be applied in SAP by VZI.
APR-000591,REC-000822,Engineering Head,VZIINV02,REJECTED,2026-08-14,Consumption not considered representative.
APR-000592,REC-000823,Commercial Head,VZIINV01,REJECTED,2026-06-12,Consumption not considered representative.
APR-000593,REC-000827,Engineering Head,VZIINV02,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-000594,REC-000828,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000595,REC-000829,Plant Head,VZIINV01,REJECTED,2026-07-02,Consumption not considered representative.
APR-000596,REC-000830,Engineering Head,VZIINV01,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000597,REC-000832,Plant Head,VZIINV02,HELD,2026-08-11,Held pending further consumption evidence.
APR-000598,REC-000833,Plant Head,VZIINV01,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000599,REC-000835,Engineering Head,VZIINV02,REJECTED,2026-07-04,Consumption not considered representative.
APR-000600,REC-000836,Plant Head,VZIINV02,REJECTED,2026-06-25,Consumption not considered representative.
APR-000601,REC-000837,Inventory Controller,VZIINV02,REJECTED,2026-07-06,Consumption not considered representative.
APR-000602,REC-000838,Plant Head,VZIINV02,HELD,2026-09-04,Held pending further consumption evidence.
APR-000603,REC-000840,Plant Head,VZIINV02,HELD,2026-07-04,Held pending further consumption evidence.
APR-000604,REC-000842,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000605,REC-000843,Plant Head,VZIINV01,HELD,2026-07-28,Held pending further consumption evidence.
APR-000606,REC-000845,Plant Head,VZIINV01,REJECTED,2026-09-01,Consumption not considered representative.
APR-000607,REC-000846,Commercial Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000608,REC-000847,Plant Head,VZIINV01,HELD,2026-08-16,Held pending further consumption evidence.
APR-000609,REC-000848,Engineering Head,VZIINV01,HELD,2026-07-31,Held pending further consumption evidence.
APR-000610,REC-000849,Plant Head,VZIINV02,REJECTED,2026-06-14,Consumption not considered representative.
APR-000611,REC-000850,Plant Head,VZIINV02,REJECTED,2026-06-08,Consumption not considered representative.
APR-000612,REC-000851,Commercial Head,VZIINV01,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-000613,REC-000852,Commercial Head,VZIINV01,HELD,2026-05-29,Held pending further consumption evidence.
APR-000614,REC-000854,Engineering Head,VZIINV02,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000615,REC-000855,Inventory Controller,VZIINV01,REJECTED,2026-06-12,Consumption not considered representative.
APR-000616,REC-000856,Inventory Controller,VZIINV02,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000617,REC-000857,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000618,REC-000859,Plant Head,VZIINV02,HELD,2026-08-19,Held pending further consumption evidence.
APR-000619,REC-000860,Plant Head,VZIINV02,HELD,2026-08-20,Held pending further consumption evidence.
APR-000620,REC-000861,Engineering Head,VZIINV02,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000621,REC-000863,Inventory Controller,VZIINV01,REJECTED,2026-08-05,Consumption not considered representative.
APR-000622,REC-000864,Plant Head,VZIINV02,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000623,REC-000865,Commercial Head,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000624,REC-000866,Commercial Head,VZIINV01,APPROVED,2026-05-27,Approved; to be applied in SAP by VZI.
APR-000625,REC-000868,Engineering Head,VZIINV02,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000626,REC-000869,Commercial Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000627,REC-000870,Engineering Head,VZIINV02,HELD,2026-09-02,Held pending further consumption evidence.
APR-000628,REC-000871,Engineering Head,VZIINV02,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-000629,REC-000872,Plant Head,VZIINV01,REJECTED,2026-07-31,Consumption not considered representative.
APR-000630,REC-000873,Inventory Controller,VZIINV01,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-000631,REC-000874,Inventory Controller,VZIINV01,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000632,REC-000875,Plant Head,VZIINV01,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-000633,REC-000876,Plant Head,VZIINV02,APPROVED,2026-07-29,Approved; to be applied in SAP by VZI.
APR-000634,REC-000877,Plant Head,VZIINV01,REJECTED,2026-06-11,Consumption not considered representative.
APR-000635,REC-000879,Inventory Controller,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000636,REC-000880,Inventory Controller,VZIINV02,REJECTED,2026-09-06,Consumption not considered representative.
APR-000637,REC-000881,Engineering Head,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000638,REC-000882,Plant Head,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000639,REC-000883,Engineering Head,VZIINV02,REJECTED,2026-06-29,Consumption not considered representative.
APR-000640,REC-000884,Engineering Head,VZIINV02,REJECTED,2026-05-27,Consumption not considered representative.
APR-000641,REC-000885,Inventory Controller,VZIINV02,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000642,REC-000889,Plant Head,VZIINV02,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000643,REC-000890,Plant Head,VZIINV02,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-000644,REC-000891,Engineering Head,VZIINV02,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000645,REC-000893,Commercial Head,VZIINV02,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000646,REC-000895,Inventory Controller,VZIINV01,REJECTED,2026-06-15,Consumption not considered representative.
APR-000647,REC-000896,Inventory Controller,VZIINV02,REJECTED,2026-08-11,Consumption not considered representative.
APR-000648,REC-000899,Plant Head,VZIINV01,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000649,REC-000900,Engineering Head,VZIINV01,REJECTED,2026-06-01,Consumption not considered representative.
APR-000650,REC-000902,Commercial Head,VZIINV02,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-000651,REC-000903,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000652,REC-000905,Plant Head,VZIINV02,HELD,2026-06-26,Held pending further consumption evidence.
APR-000653,REC-000906,Commercial Head,VZIINV02,REJECTED,2026-07-18,Consumption not considered representative.
APR-000654,REC-000907,Commercial Head,VZIINV02,REJECTED,2026-06-18,Consumption not considered representative.
APR-000655,REC-000908,Inventory Controller,VZIINV01,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000656,REC-000909,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000657,REC-000910,Engineering Head,VZIINV01,REJECTED,2026-06-19,Consumption not considered representative.
APR-000658,REC-000912,Inventory Controller,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-000659,REC-000914,Plant Head,VZIINV01,HELD,2026-07-27,Held pending further consumption evidence.
APR-000660,REC-000915,Plant Head,VZIINV01,REJECTED,2026-06-29,Consumption not considered representative.
APR-000661,REC-000916,Engineering Head,VZIINV01,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000662,REC-000919,Commercial Head,VZIINV01,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-000663,REC-000922,Engineering Head,VZIINV02,APPROVED,2026-05-15,Approved; to be applied in SAP by VZI.
APR-000664,REC-000923,Engineering Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-000665,REC-000924,Plant Head,VZIINV02,HELD,2026-09-06,Held pending further consumption evidence.
APR-000666,REC-000926,Commercial Head,VZIINV02,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000667,REC-000927,Inventory Controller,VZIINV01,HELD,2026-05-30,Held pending further consumption evidence.
APR-000668,REC-000928,Inventory Controller,VZIINV01,REJECTED,2026-06-13,Consumption not considered representative.
APR-000669,REC-000929,Commercial Head,VZIINV01,REJECTED,2026-06-16,Consumption not considered representative.
APR-000670,REC-000931,Plant Head,VZIINV01,APPROVED,2026-07-02,Approved; to be applied in SAP by VZI.
APR-000671,REC-000932,Inventory Controller,VZIINV02,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000672,REC-000934,Plant Head,VZIINV02,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000673,REC-000935,Engineering Head,VZIINV02,HELD,2026-07-03,Held pending further consumption evidence.
APR-000674,REC-000936,Inventory Controller,VZIINV02,HELD,2026-07-18,Held pending further consumption evidence.
APR-000675,REC-000937,Commercial Head,VZIINV02,REJECTED,2026-08-11,Consumption not considered representative.
APR-000676,REC-000938,Commercial Head,VZIINV01,REJECTED,2026-08-03,Consumption not considered representative.
APR-000677,REC-000939,Inventory Controller,VZIINV01,REJECTED,2026-07-20,Consumption not considered representative.
APR-000678,REC-000941,Inventory Controller,VZIINV02,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-000679,REC-000946,Plant Head,VZIINV02,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000680,REC-000948,Plant Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000681,REC-000950,Inventory Controller,VZIINV02,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000682,REC-000952,Plant Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000683,REC-000956,Commercial Head,VZIINV01,REJECTED,2026-06-06,Consumption not considered representative.
APR-000684,REC-000957,Inventory Controller,VZIINV01,HELD,2026-08-28,Held pending further consumption evidence.
APR-000685,REC-000958,Inventory Controller,VZIINV02,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000686,REC-000959,Commercial Head,VZIINV01,REJECTED,2026-06-30,Consumption not considered representative.
APR-000687,REC-000960,Plant Head,VZIINV01,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-000688,REC-000961,Plant Head,VZIINV01,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-000689,REC-000967,Engineering Head,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000690,REC-000968,Engineering Head,VZIINV02,REJECTED,2026-08-26,Consumption not considered representative.
APR-000691,REC-000969,Engineering Head,VZIINV01,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-000692,REC-000972,Inventory Controller,VZIINV02,APPROVED,2026-05-14,Approved; to be applied in SAP by VZI.
APR-000693,REC-000973,Engineering Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000694,REC-000974,Plant Head,VZIINV01,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-000695,REC-000975,Plant Head,VZIINV01,HELD,2026-07-31,Held pending further consumption evidence.
APR-000696,REC-000976,Plant Head,VZIINV01,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000697,REC-000978,Plant Head,VZIINV01,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000698,REC-000979,Plant Head,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000699,REC-000981,Plant Head,VZIINV01,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000700,REC-000982,Plant Head,VZIINV02,REJECTED,2026-07-06,Consumption not considered representative.
APR-000701,REC-000983,Inventory Controller,VZIINV02,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-000702,REC-000984,Commercial Head,VZIINV02,REJECTED,2026-06-20,Consumption not considered representative.
APR-000703,REC-000985,Engineering Head,VZIINV01,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-000704,REC-000986,Engineering Head,VZIINV02,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-000705,REC-000987,Inventory Controller,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000706,REC-000990,Commercial Head,VZIINV01,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-000707,REC-000991,Plant Head,VZIINV01,APPROVED,2026-05-22,Approved; to be applied in SAP by VZI.
APR-000708,REC-000992,Inventory Controller,VZIINV02,HELD,2026-08-30,Held pending further consumption evidence.
APR-000709,REC-000993,Inventory Controller,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-000710,REC-000994,Plant Head,VZIINV02,APPROVED,2026-06-29,Approved; to be applied in SAP by VZI.
APR-000711,REC-000995,Plant Head,VZIINV02,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-000712,REC-000996,Inventory Controller,VZIINV01,REJECTED,2026-06-23,Consumption not considered representative.
APR-000713,REC-000998,Engineering Head,VZIINV01,HELD,2026-09-01,Held pending further consumption evidence.
APR-000714,REC-000999,Plant Head,VZIINV01,HELD,2026-08-10,Held pending further consumption evidence.
APR-000715,REC-001000,Engineering Head,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000716,REC-001001,Engineering Head,VZIINV02,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000717,REC-001002,Engineering Head,VZIINV01,APPROVED,2026-06-30,Approved; to be applied in SAP by VZI.
APR-000718,REC-001004,Commercial Head,VZIINV02,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-000719,REC-001005,Commercial Head,VZIINV01,REJECTED,2026-07-05,Consumption not considered representative.
APR-000720,REC-001006,Commercial Head,VZIINV02,APPROVED,2026-07-02,Approved; to be applied in SAP by VZI.
APR-000721,REC-001007,Plant Head,VZIINV02,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-000722,REC-001008,Engineering Head,VZIINV01,HELD,2026-08-23,Held pending further consumption evidence.
APR-000723,REC-001010,Commercial Head,VZIINV02,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000724,REC-001011,Inventory Controller,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-000725,REC-001012,Inventory Controller,VZIINV02,APPROVED,2026-09-04,Approved; to be applied in SAP by VZI.
APR-000726,REC-001015,Plant Head,VZIINV01,APPROVED,2026-08-16,Approved; to be applied in SAP by VZI.
APR-000727,REC-001016,Inventory Controller,VZIINV02,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-000728,REC-001018,Plant Head,VZIINV02,REJECTED,2026-06-16,Consumption not considered representative.
APR-000729,REC-001019,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000730,REC-001020,Plant Head,VZIINV01,HELD,2026-06-24,Held pending further consumption evidence.
APR-000731,REC-001021,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000732,REC-001023,Plant Head,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000733,REC-001024,Plant Head,VZIINV02,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-000734,REC-001027,Engineering Head,VZIINV02,REJECTED,2026-08-18,Consumption not considered representative.
APR-000735,REC-001028,Engineering Head,VZIINV02,REJECTED,2026-05-30,Consumption not considered representative.
APR-000736,REC-001030,Commercial Head,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000737,REC-001031,Commercial Head,VZIINV02,REJECTED,2026-06-14,Consumption not considered representative.
APR-000738,REC-001033,Commercial Head,VZIINV01,REJECTED,2026-05-23,Consumption not considered representative.
APR-000739,REC-001035,Plant Head,VZIINV02,REJECTED,2026-07-26,Consumption not considered representative.
APR-000740,REC-001036,Engineering Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000741,REC-001037,Inventory Controller,VZIINV01,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000742,REC-001038,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000743,REC-001039,Inventory Controller,VZIINV01,HELD,2026-07-16,Held pending further consumption evidence.
APR-000744,REC-001041,Engineering Head,VZIINV02,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000745,REC-001042,Plant Head,VZIINV01,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000746,REC-001043,Plant Head,VZIINV01,REJECTED,2026-06-21,Consumption not considered representative.
APR-000747,REC-001044,Plant Head,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000748,REC-001045,Inventory Controller,VZIINV02,REJECTED,2026-06-28,Consumption not considered representative.
APR-000749,REC-001046,Plant Head,VZIINV01,APPROVED,2026-07-03,Approved; to be applied in SAP by VZI.
APR-000750,REC-001047,Inventory Controller,VZIINV01,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000751,REC-001048,Engineering Head,VZIINV01,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-000752,REC-001049,Inventory Controller,VZIINV01,HELD,2026-06-20,Held pending further consumption evidence.
APR-000753,REC-001050,Plant Head,VZIINV02,HELD,2026-08-02,Held pending further consumption evidence.
APR-000754,REC-001052,Engineering Head,VZIINV01,REJECTED,2026-06-16,Consumption not considered representative.
APR-000755,REC-001054,Inventory Controller,VZIINV02,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000756,REC-001055,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000757,REC-001056,Inventory Controller,VZIINV01,HELD,2026-07-13,Held pending further consumption evidence.
APR-000758,REC-001059,Plant Head,VZIINV01,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000759,REC-001060,Plant Head,VZIINV01,HELD,2026-05-30,Held pending further consumption evidence.
APR-000760,REC-001062,Inventory Controller,VZIINV02,REJECTED,2026-07-19,Consumption not considered representative.
APR-000761,REC-001063,Inventory Controller,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000762,REC-001064,Plant Head,VZIINV01,HELD,2026-07-11,Held pending further consumption evidence.
APR-000763,REC-001066,Inventory Controller,VZIINV02,HELD,2026-06-17,Held pending further consumption evidence.
APR-000764,REC-001069,Inventory Controller,VZIINV01,REJECTED,2026-07-02,Consumption not considered representative.
APR-000765,REC-001070,Inventory Controller,VZIINV02,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000766,REC-001071,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000767,REC-001073,Engineering Head,VZIINV01,HELD,2026-06-13,Held pending further consumption evidence.
APR-000768,REC-001074,Engineering Head,VZIINV02,REJECTED,2026-07-15,Consumption not considered representative.
APR-000769,REC-001075,Commercial Head,VZIINV01,REJECTED,2026-07-08,Consumption not considered representative.
APR-000770,REC-001077,Engineering Head,VZIINV01,REJECTED,2026-07-30,Consumption not considered representative.
APR-000771,REC-001078,Commercial Head,VZIINV02,APPROVED,2026-05-14,Approved; to be applied in SAP by VZI.
APR-000772,REC-001080,Commercial Head,VZIINV01,REJECTED,2026-05-28,Consumption not considered representative.
APR-000773,REC-001084,Engineering Head,VZIINV02,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000774,REC-001086,Plant Head,VZIINV02,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
